Timestamp,eigenvector,pagerank,clustering,triangles,degree,degree_centrality,average_neighbor_degree,node_clique_number,number_of_cliques,nb_of_nodes,nb_of_edges,diameter,assortativity,percolation_limit,Evento,Label,Colector
0,0.0011558525846610001,1.441171384100997e-05,0.098873047749665,1.567345938779039,3.400213293364847,4.9003607208336534e-05,568.5153573779157,2.252939989623566,3.426687611690782,69388,117967,14,-0.112233139306899,0.997243151761776,CenturyLink_Normal,0,rrc04
1,0.0011558413593880002,1.441150614650737e-05,0.09965811971553601,1.574168816383,3.400279583219242,4.900385633278437e-05,568.6211343497044,2.254622490596492,3.425052962285088,69389,117971,14,-0.112196720308533,0.9972433962995131,CenturyLink_Normal,0,rrc04
2,0.0011558025217740001,1.4411506146507361e-05,0.09892154763604201,1.566127195953249,3.400135468157777,4.9001779387758366e-05,568.5332014334431,2.252950755883497,3.426335586332127,69389,117966,14,-0.11218807522021701,0.9972427857498251,CenturyLink_Normal,0,rrc04
3,0.0011557599631710001,1.4411713841009962e-05,0.09891713025797001,1.5666397648008301,3.400242116792529,4.9004022609314845e-05,568.4950733998269,2.252954401337407,3.426961434253761,69388,117968,14,-0.11220727250958001,0.9972426943425661,CenturyLink_Normal,0,rrc04
4,0.001155669104956,1.4411298457991072e-05,0.09885678687213201,1.566061392131431,3.399884709612336,4.899745938999461e-05,568.3754475099224,2.252846231445453,3.426329442282749,69390,117959,14,-0.11221376486664401,0.997242147939817,CenturyLink_Normal,0,rrc04
5,0.001155617660246,1.44112984579911e-05,0.098899446370957,1.5660037469375991,3.399971177403084,4.899870552109244e-05,568.3441979251659,2.252875054042369,3.426473555267329,69390,117962,14,-0.112206070857992,0.997241976370525,CenturyLink_Normal,0,rrc04
6,0.0011555713092270001,1.4411090775460792e-05,0.098896451858153,1.56638468965716,3.3999510022913633,4.899770863656671e-05,568.4542983533369,2.25287140983701,3.426496231499762,69391,117963,14,-0.112188939938287,0.9972425285902721,CenturyLink_Normal,0,rrc04
7,0.0011555812701940001,1.44110907754608e-05,0.09890068301067001,1.565880301480019,3.400008646654465,4.899853936668779e-05,568.5123454079113,2.252885820927786,3.4264385871366603,69391,117965,14,-0.11218296952399401,0.997242765493705,CenturyLink_Normal,0,rrc04
8,0.0011556245730510002,1.441129845799108e-05,0.098763418239122,1.564029399048854,3.399942354806168,4.899829014405985e-05,568.591643824366,2.252543594177835,3.4263150309842922,69390,117961,14,-0.11218326448973101,0.9972428016954991,CenturyLink_Normal,0,rrc04
9,0.001155677213055,1.4411090775460792e-05,0.098895328963837,1.5667017336542202,3.399893357928261,4.8996877906445616e-05,568.5496464078531,2.252914643109337,3.42659710913519,69391,117961,14,-0.11220270873138401,0.997242993603032,CenturyLink_Normal,0,rrc04
10,0.001155683344485,1.4411298457991031e-05,0.098893021547393,1.566464908488254,3.400201758178412,4.9002028537353364e-05,568.6289112783758,2.252947110534659,3.426862660325695,69390,117970,14,-0.1121999825537,0.9972429094253791,CenturyLink_Normal,0,rrc04
11,0.001155591172515,1.441088309891629e-05,0.09877537094235601,1.5650219045423102,3.399959649527323,4.8997127142242134e-05,568.3763610254537,2.252637191607101,3.426936822688494,69392,117965,14,-0.11221451636201601,0.9972424240823321,CenturyLink_Normal,0,rrc04
12,0.0011557182890600001,1.441129845799106e-05,0.098822326165778,1.564980544747081,3.399769419224672,4.8995797881864156e-05,568.3500207339587,2.252630061968583,3.4269058942210693,69390,117955,14,-0.11222157855869601,0.9972418375883231,CenturyLink_Normal,0,rrc04
13,0.0011556692482720002,1.4411298457991052e-05,0.098848304473928,1.564836431762501,3.399884709612336,4.899745938999461e-05,568.3568192570078,2.252716529759331,3.426401498775039,69390,117959,14,-0.112218095185403,0.9972421211812311,CenturyLink_Normal,0,rrc04
14,0.0011557149140570002,1.4411090775460782e-05,0.098890494138455,1.565736190572264,3.400037468836016,4.899895473174834e-05,568.4432520148664,2.252813765473909,3.427187963856984,69391,117966,14,-0.11220353208071801,0.9972426511836641,CenturyLink_Normal,0,rrc04
15,0.001155686319201,1.4411090775460772e-05,0.09883395751823501,1.564799469671859,3.399979824472914,4.8998124001627245e-05,568.3332366091345,2.252684065656929,3.426683575679843,69391,117964,14,-0.11222090806421602,0.9972421449736241,CenturyLink_Normal,0,rrc04
16,0.0011555944810180002,1.4410883098916302e-05,0.09884310671793801,1.565295711321189,3.399902005994927,4.8996296436064155e-05,568.3358393023293,2.252723656905695,3.42672065944201,69392,117963,14,-0.112229268766557,0.9972422712502771,CenturyLink_Normal,0,rrc04
17,0.0011556044497930001,1.4411090775460782e-05,0.09878781419304901,1.565260624576674,3.399893357928261,4.899687790644563e-05,568.4421308810942,2.252640832384603,3.426683575679843,69391,117961,14,-0.112220438849397,0.9972429329662321,CenturyLink_Normal,0,rrc04
18,0.0011557244894460001,1.4411090775460782e-05,0.09879001503988301,1.564525658947125,3.399922180109812,4.899729327150616e-05,568.3184731545515,2.252640832384603,3.426467409318211,69391,117962,14,-0.11222590341978901,0.9972418193423701,CenturyLink_Normal,0,rrc04
19,0.0011556712338240001,1.441088309891629e-05,0.098753197695499,1.564575167166244,3.3997290753977403,4.8993804317530246e-05,568.2682029558155,2.252579548074706,3.42633156559834,69392,117957,14,-0.11223197984360901,0.997241946247822,CenturyLink_Normal,0,rrc04
20,0.001155735701542,1.4411090775460782e-05,0.09891579690113701,1.5664855672925881,3.399922180109812,4.899729327150616e-05,568.3350025453447,2.252914643109337,3.426683575679843,69391,117962,14,-0.11222745677911201,0.997242244470087,CenturyLink_Normal,0,rrc04
21,0.001155682532826,1.4410883098916302e-05,0.098817486749042,1.565410998385981,3.40013258012451,4.8999619260776036e-05,568.3636351353563,2.252709246022596,3.426879179156099,69392,117971,14,-0.11222255048736901,0.9972424737902241,CenturyLink_Normal,0,rrc04
22,0.001155683096878,1.441129845799106e-05,0.09891680889245001,1.5664504971897961,3.399942354806168,4.899829014405985e-05,568.3789050347449,2.252918287937743,3.426502377864245,69390,117961,14,-0.11222306631316802,0.9972425451111561,CenturyLink_Normal,0,rrc04
23,0.0011556733945280002,1.441129845799106e-05,0.098809873772789,1.565513762790027,3.39985588701542,4.8997044012961995e-05,568.3984754944644,2.252687707162415,3.426516789162703,69390,117958,14,-0.112232518489458,0.9972427253910351,CenturyLink_Normal,0,rrc04
