Timestamp,eigenvector,pagerank,clustering,triangles,degree,degree_centrality,average_neighbor_degree,node_clique_number,number_of_cliques,nb_of_nodes,nb_of_edges,diameter,assortativity,percolation_limit,Evento,Label,Colector
20,0.0016174479424540002,2.4021138601969653e-05,0.07091158423553601,0.8835455200576501,2.930434782608695,7.039407102281334e-05,583.7426656959339,2.18232044198895,2.8421811193850592,41630,60997,13,-0.125714232123411,0.9971998306043721,Rostelecom_Normal,0,rrc06
21,0.0016163831216490002,2.401075681905494e-05,0.07191696295876801,0.8879177871686511,2.930080676142912,7.035514385532961e-05,583.6059805893702,2.183490203611218,2.840976757587399,41648,61016,13,-0.12561760295951002,0.9972003066007481,Rostelecom_Normal,0,rrc06
22,0.0016165653711630002,2.400787458286319e-05,0.071611341053484,0.900175257484454,2.930785297577605,7.036361513438984e-05,583.6413145147419,2.185292776030538,2.838138909562336,41653,61038,13,-0.125647232680905,0.997200384290118,Rostelecom_Normal,0,rrc06
23,0.0016173730582590001,2.4006721882127063e-05,0.07074022646472601,0.8800384107550111,2.930452526707478,7.035224772428766e-05,583.3906816162513,2.181898931700876,2.842371864121954,41655,61034,13,-0.12573491220604002,0.9971993197862961,Rostelecom_Normal,0,rrc06
24,0.0016170166766640002,2.3997504259557075e-05,0.070728599679771,0.8794845336085041,2.930863190228216,7.033508975829652e-05,583.2803079732116,2.181853087278923,2.842552374553046,41671,61066,13,-0.12573676776887702,0.9971997139641671,Rostelecom_Normal,0,rrc06
25,0.001617177900171,2.3985416866545133e-05,0.070877425199225,0.8852777511273141,2.931833445265278,7.032293409285649e-05,583.0827772782337,2.182337139019476,2.8446224695385203,41692,61117,13,-0.12575421376315002,0.9971984583980671,Rostelecom_Normal,0,rrc06
26,0.0016167065391830002,2.3984266321293204e-05,0.07078775933309901,0.8794310932028591,2.931884683647527,7.032078966847017e-05,583.1502707547241,2.181968628579652,2.843214851057706,41694,61121,13,-0.125717080434044,0.99719928194283,Rostelecom_Normal,0,rrc06
27,0.00161667870865,2.3981390441017722e-05,0.07097586980262101,0.881915633468428,2.932012758099714,7.031542899179133e-05,583.0850035714568,2.182306530132617,2.843521427372359,41699,61131,13,-0.125723031406048,0.997198808699818,Rostelecom_Normal,0,rrc06
28,0.0016170568293190002,2.39802402820076e-05,0.070876339088908,0.8819692573319581,2.932016018800508,7.031213474341746e-05,582.948712948204,2.18251360878636,2.841994196781852,41701,61134,13,-0.125682405131021,0.9971986861217471,Rostelecom_Normal,0,rrc06
29,0.0016168672849790002,2.3980815347721814e-05,0.070785448856453,0.882158273381294,2.9326139088729013,7.032815916144037e-05,583.2540151995712,2.182134292565947,2.845011990407674,41700,61145,13,-0.125725470720951,0.9971991808205101,Rostelecom_Normal,0,rrc06
30,0.001617305282475,2.397679046682815e-05,0.070941236550892,0.8806435370561291,2.9327451027405473,7.031950085696415e-05,583.1194399296963,2.18028148752008,2.861510058263601,41707,61158,13,-0.125722113042492,0.9971987159659311,Rostelecom_Normal,0,rrc06
31,0.0016168215153320002,2.3975640748998954e-05,0.070828817074499,0.884797046201059,2.932844230262053,7.031850556876507e-05,583.0572273053582,2.18226282097389,2.846100362032175,41709,61163,13,-0.1257152757609,0.9971988352929071,Rostelecom_Normal,0,rrc06
32,0.001617484992343,2.3975065931431254e-05,0.070908685089378,0.8836729801006951,2.933205466315032,7.032548050336935e-05,583.1195033185743,2.1823064013426032,2.845888276192759,41710,61172,13,-0.125756566232216,0.9971989316267691,Rostelecom_Normal,0,rrc06
33,0.001617386241108,2.397679046682805e-05,0.07098250372739401,0.8829692857314121,2.932936917064281,7.032410005908699e-05,583.1845194781547,2.182439398662095,2.844774258517755,41707,61162,13,-0.125692050041868,0.997199268206817,Rostelecom_Normal,0,rrc06
34,0.0016166477066910001,2.3972192256981904e-05,0.07079735452121101,0.8828478964401291,2.93280594510368,7.030747339271419e-05,582.9245404162987,2.182620160613688,2.8424547524871153,41715,61171,13,-0.12569407996436702,0.9971982523096291,Rostelecom_Normal,0,rrc06
35,0.0016169975536500002,2.3973341644091743e-05,0.070978575456118,0.8853115335746651,2.93309040347134,7.031766406480965e-05,582.956675492869,2.183012490110996,2.842710905473114,41713,61174,13,-0.125735200097277,0.997198976129483,Rostelecom_Normal,0,rrc06
36,0.001617414084373,2.397276693675985e-05,0.07082161413113501,0.880783430023493,2.932828307043199,7.030969498820988e-05,582.8065636377682,2.1824327563887422,2.84218727525531,41714,61170,13,-0.125783803344936,0.99719911221427,Rostelecom_Normal,0,rrc06
0,0.0012815044296530002,1.650464605786528e-05,0.054789217407547004,0.7136278862499791,2.9731469408638533,4.9071547845511535e-05,491.59564808373693,2.146759312746538,2.910264239383386,60589,90070,13,-0.143694700006363,0.9968093326329711,Amazon_MEW_Normal,0,rrc06
1,0.0012828934636530001,1.6505463308355072e-05,0.055467830489025004,0.723384940415277,2.973525236853398,4.9080221785151426e-05,491.8800533988343,2.148186049582412,2.9111675964744332,60586,90077,13,-0.143684878313134,0.9968115853178521,Amazon_MEW_Normal,0,rrc06
2,0.0012818449222120002,1.650491846570279e-05,0.054757558962341,0.712929953126031,2.973163002574767,4.907262288238017e-05,491.9233998309965,2.146811249752426,2.9090248894170463,60588,90069,13,-0.14370040908026802,0.996812050956358,Amazon_MEW_Normal,0,rrc06
3,0.001281644664088,1.650491846570278e-05,0.054694422258309006,0.7097279989436851,2.973096982900904,4.9071533215061065e-05,491.8624271544962,2.1465801808939062,2.908513236944609,60588,90067,13,-0.143725341850812,0.9968109103569691,Amazon_MEW_Normal,0,rrc06
4,0.001283572044153,1.6504101269165393e-05,0.05674924755067601,0.724150451387169,2.9729167698173002,4.90661292262304e-05,492.0891891073914,2.149593173903715,2.907527520588866,60591,90066,13,-0.143619700043932,0.996814867882405,Amazon_MEW_Normal,0,rrc06
5,0.0012835314043400001,1.6503828888302082e-05,0.055715296129981,0.721250330076577,2.974055980987589,4.90841210903862e-05,492.1404742811828,2.148336414048059,2.9107803010298383,60592,90102,13,-0.14370698627265802,0.9968142529352061,Amazon_MEW_Normal,0,rrc06
6,0.0012829437055900002,1.6503284153546563e-05,0.055367901699812004,0.7167541340726801,2.973693765059247,4.90765231142087e-05,491.98864537317866,2.1477043931742408,2.91000759151071,60594,90094,13,-0.143673148455663,0.9968129751185381,Amazon_MEW_Normal,0,rrc06
7,0.0012832127709660002,1.6502739454749482e-05,0.056516493383014,0.725823486698792,2.974024688098224,4.908036452014563e-05,492.1992675275558,2.149762360551851,2.9091194138226952,60596,90107,13,-0.14364837674716402,0.9968152122206331,Amazon_MEW_Normal,0,rrc06
