Timestamp,nb_A,nb_W,nb_implicit_W,nb_dup_A,nb_dup_W,nb_A_prefix,nb_W_prefix,max_A_prefix,avg_A_prefix,max_A_AS,avg_A_AS,nb_orign_change,nb_new_A,nb_new_A_afterW,max_path_len,avg_path_len,max_editdist,avg_editdist,editdist_7,editdist_8,editdist_9,editdist_10,editdist_11,editdist_12,editdist_13,editdist_14,editdist_15,editdist_16,editdist_17,nb_tolonger,nb_toshorter,avg_interarrival,Evento,Label,Colector
3,4206,192,1447,1142,0,985,62,39,4,1555,26,55,1524,93,17,5,15,3,58,35,3,0,2,9,11,11,2,0,0,582,865,1967,Bitcoin_AS32653_Normal,0,rrc04
4,2342,214,1400,527,0,332,84,36,7,173,16,99,319,96,22,6,12,3,71,30,0,1,9,3,0,0,0,0,0,495,905,1948,Bitcoin_AS32653_Normal,0,rrc04
5,4670,295,1029,3298,0,1640,84,31,3,1798,25,21,259,84,22,5,14,3,29,2,11,0,5,0,0,1,0,0,0,459,570,2020,Bitcoin_AS32653_Normal,0,rrc04
6,4705,419,3140,905,0,850,132,54,6,625,23,18,513,147,20,6,15,3,38,26,5,108,6,2,2,0,15,0,0,1032,2108,1910,Bitcoin_AS32653_Normal,0,rrc04
7,3802,373,2588,673,0,643,121,44,6,498,23,67,450,91,27,6,25,3,62,32,10,75,27,0,22,15,0,0,0,681,1907,2262,Bitcoin_AS32653_Normal,0,rrc04
8,4220,421,2528,1131,0,671,119,39,6,711,22,17,451,110,20,6,18,3,50,36,67,159,14,4,22,5,2,0,1,851,1677,2069,Bitcoin_AS32653_Normal,0,rrc04
9,4342,450,1826,1857,0,840,141,46,5,709,19,31,476,183,19,6,14,2,43,38,7,1,13,3,3,1,0,0,0,612,1214,2302,Bitcoin_AS32653_Normal,0,rrc04
10,2873,319,1543,730,0,599,102,27,5,200,16,53,432,168,24,6,14,3,17,13,12,5,8,10,8,1,0,0,0,586,957,2123,Bitcoin_AS32653_Normal,0,rrc04
11,2966,331,2046,663,0,371,100,37,8,419,20,67,143,114,22,6,18,3,231,23,1,5,5,68,6,0,0,0,6,793,1253,2092,Bitcoin_AS32653_Normal,0,rrc04
12,2832,239,1720,633,0,471,81,55,6,207,17,23,390,89,18,6,12,3,52,11,50,1,0,1,0,0,0,0,0,741,979,1784,Bitcoin_AS32653_Normal,0,rrc04
13,4704,549,3051,1057,0,839,134,40,6,392,23,46,438,158,23,6,19,2,57,11,17,1,3,33,16,2,0,0,2,1289,1762,1665,Bitcoin_AS32653_Normal,0,rrc04
14,2573,491,1502,718,0,580,189,44,4,168,14,17,226,127,21,6,19,3,50,5,9,3,2,2,9,0,0,0,8,537,965,1857,Bitcoin_AS32653_Normal,0,rrc04
15,5868,539,2696,2228,0,1202,266,58,5,343,27,12,620,324,19,7,24,2,29,19,9,12,8,0,66,3,0,0,0,863,1833,1759,Bitcoin_AS32653_Normal,0,rrc04
16,3976,404,1965,1640,0,1319,106,43,3,1150,22,20,299,72,22,5,19,3,76,24,4,7,0,0,1,4,0,0,0,667,1298,1974,Bitcoin_AS32653_Normal,0,rrc04
17,6282,246,2054,3891,0,1729,77,32,4,2072,26,34,232,105,17,5,13,2,42,7,5,14,8,0,1,0,0,0,0,744,1310,1806,Bitcoin_AS32653_Normal,0,rrc04
18,4332,219,2147,1495,0,1209,62,43,4,415,21,19,625,65,22,7,15,4,21,31,1,2,9,44,139,4,2,0,0,539,1608,1845,Bitcoin_AS32653_Normal,0,rrc04
19,4294,343,2745,668,0,680,105,36,6,635,26,14,778,103,18,6,12,2,39,30,5,0,4,2,0,0,0,0,0,774,1971,1974,Bitcoin_AS32653_Normal,0,rrc04
20,3214,365,1895,912,0,477,102,39,7,224,19,39,290,117,16,6,12,2,29,10,6,11,10,5,0,0,0,0,0,682,1213,1929,Bitcoin_AS32653_Normal,0,rrc04
21,5311,384,2410,2584,0,534,172,63,10,1078,35,22,207,110,19,5,12,2,41,13,0,4,10,3,0,0,0,0,0,811,1599,1759,Bitcoin_AS32653_Normal,0,rrc04
22,3516,289,1994,1140,0,1023,131,43,3,246,20,17,267,115,22,6,14,3,15,22,14,18,14,35,4,4,0,0,0,951,1043,2260,Bitcoin_AS32653_Normal,0,rrc04
23,3505,292,2335,577,0,698,100,38,5,308,20,12,467,126,17,6,11,3,61,53,23,2,1,0,0,0,0,0,0,670,1665,2242,Bitcoin_AS32653_Normal,0,rrc04
24,3625,459,2151,997,0,610,133,40,6,378,20,35,317,160,28,6,25,3,154,29,8,11,2,2,4,0,1,0,0,767,1384,1891,Bitcoin_AS32653_Normal,0,rrc04
25,3133,394,1546,1085,0,546,115,36,6,261,19,19,403,99,27,6,24,2,43,8,0,0,4,0,0,3,0,0,0,594,952,2224,Bitcoin_AS32653_Normal,0,rrc04
26,2858,360,1644,658,0,509,113,44,6,363,16,24,351,205,20,6,16,3,28,14,21,5,3,0,2,2,0,6,0,477,1167,1993,Bitcoin_AS32653_Normal,0,rrc04
27,2745,299,1684,726,0,461,98,43,6,149,16,30,224,111,19,6,14,2,14,9,11,9,11,2,2,2,0,0,0,733,951,1741,Bitcoin_AS32653_Normal,0,rrc04
28,2078,238,1179,545,0,558,60,43,4,79,11,15,274,80,21,6,13,2,14,14,2,0,4,0,3,0,0,0,0,446,733,2121,Bitcoin_AS32653_Normal,0,rrc04
29,2930,247,1677,747,0,656,92,36,4,182,15,15,406,100,19,7,15,3,15,16,1,4,4,0,152,2,2,0,0,658,1019,2231,Bitcoin_AS32653_Normal,0,rrc04
30,2456,208,1439,577,0,427,74,36,6,226,16,9,361,79,19,6,14,2,18,10,7,9,0,1,2,3,0,0,0,438,1001,1961,Bitcoin_AS32653_Normal,0,rrc04
31,2641,353,1537,673,0,525,98,36,5,122,14,37,315,116,19,6,11,2,19,6,14,20,1,0,0,0,0,0,0,419,1118,2148,Bitcoin_AS32653_Normal,0,rrc04
32,1789,204,1057,431,0,335,67,42,5,121,12,25,223,78,23,6,20,3,32,11,1,1,1,0,0,0,1,0,0,379,678,2226,Bitcoin_AS32653_Normal,0,rrc04
33,3040,274,1926,664,0,565,91,43,5,255,18,12,396,54,23,6,20,3,67,10,8,10,1,3,2,2,0,0,0,810,1116,2226,Bitcoin_AS32653_Normal,0,rrc04
34,4244,809,2388,746,0,556,192,49,8,1091,28,14,526,584,19,6,15,3,44,22,13,23,26,4,2,3,3,0,0,1013,1375,1810,Bitcoin_AS32653_Normal,0,rrc04
0,13220,550,8853,3072,0,2487,182,55,5,1514,36,255,969,326,20,5,12,2,41,63,5,15,3,5,0,0,0,0,0,2351,6502,1183,Google_MainOne_Normal,0,rrc04
1,10079,349,6824,2561,0,1658,72,61,6,1701,27,146,486,208,18,4,11,2,44,17,7,3,2,0,0,0,0,0,0,1756,5068,1247,Google_MainOne_Normal,0,rrc04
2,8682,313,5659,2280,0,1112,77,59,8,1765,35,57,533,210,16,4,11,2,35,50,19,2,2,0,0,0,0,0,0,655,5004,1211,Google_MainOne_Normal,0,rrc04
3,9924,339,4963,4524,0,2597,88,78,4,1740,16,94,234,203,19,4,12,2,59,16,0,21,2,2,0,0,0,0,0,543,4420,1252,Google_MainOne_Normal,0,rrc04
4,7812,431,5860,1565,0,572,84,67,14,1736,46,26,85,302,19,4,10,1,14,11,1,11,0,0,0,0,0,0,0,723,5137,1216,Google_MainOne_Normal,0,rrc04
5,8634,429,4946,3256,0,1101,95,49,8,1855,43,50,212,220,20,4,10,2,36,34,1,5,0,0,0,0,0,0,0,685,4261,1283,Google_MainOne_Normal,0,rrc04
6,7678,270,5424,1821,0,666,55,54,12,1877,40,41,242,191,16,4,11,1,12,10,4,8,1,0,0,0,0,0,0,520,4904,1264,Google_MainOne_Normal,0,rrc04
7,11411,494,8900,1829,0,1010,112,53,11,2298,56,15,456,226,16,4,15,2,131,137,76,70,7,5,0,0,2,0,0,1205,7695,1238,Google_MainOne_Normal,0,rrc04
8,13993,432,10603,2310,0,1826,105,54,8,2514,74,31,832,248,16,4,13,2,385,32,6,10,2,0,8,0,0,0,0,1878,8725,1307,Google_MainOne_Normal,0,rrc04
9,12264,309,10105,1582,0,1785,100,62,7,2209,30,83,424,153,32,5,13,2,68,19,5,17,5,2,2,0,0,0,0,997,9108,1244,Google_MainOne_Normal,0,rrc04
10,11288,352,9074,1770,0,1999,75,58,6,2390,24,21,244,200,19,4,15,2,26,39,8,7,48,0,0,0,2,0,0,992,8082,1336,Google_MainOne_Normal,0,rrc04
11,12003,1532,7890,2665,0,958,315,54,13,2511,59,33,1088,360,19,6,15,2,210,68,4,3,0,0,0,0,1,0,0,1467,6423,1278,Google_MainOne_Normal,0,rrc04
12,10558,478,8228,1710,0,978,137,66,11,2184,52,62,354,266,17,4,10,2,46,15,1,17,0,0,0,0,0,0,0,874,7354,1293,Google_MainOne_Normal,0,rrc04
13,10562,242,7972,2133,0,945,51,62,11,2149,59,168,303,154,17,4,11,2,65,17,1,14,22,0,0,0,0,0,0,1081,6891,1289,Google_MainOne_Normal,0,rrc04
14,11515,431,8519,2546,0,1551,110,66,7,1774,36,87,148,302,15,4,11,2,32,9,11,7,4,0,0,0,0,0,0,2013,6506,1256,Google_MainOne_Normal,0,rrc04
15,16467,307,6665,9462,0,4658,58,51,4,2220,16,74,152,188,18,4,8,2,35,6,0,0,0,0,0,0,0,0,0,717,5948,1329,Google_MainOne_Normal,0,rrc04
16,9479,392,7008,1979,0,735,91,64,13,2154,48,44,243,249,18,4,11,2,31,20,14,11,3,0,0,0,0,0,0,939,6069,1329,Google_MainOne_Normal,0,rrc04
17,8137,273,5319,2497,0,874,74,64,9,1716,39,35,196,125,15,4,10,2,21,5,7,12,0,0,0,0,0,0,0,956,4363,1347,Google_MainOne_Normal,0,rrc04
18,8732,356,5769,2497,0,716,81,65,12,2033,44,33,228,238,17,4,10,2,21,12,3,11,0,0,0,0,0,0,0,688,5081,1238,Google_MainOne_Normal,0,rrc04
19,11639,1029,7786,2074,0,1059,250,60,11,2163,57,18,1519,260,19,6,14,2,133,6,0,18,0,6,8,3,0,0,0,1649,6137,1231,Google_MainOne_Normal,0,rrc04
20,10730,1074,8017,2163,0,1175,217,56,9,2089,45,60,290,260,17,5,11,2,48,12,5,10,5,0,0,0,0,0,0,2007,6010,1306,Google_MainOne_Normal,0,rrc04
21,8424,389,5949,2142,0,1165,70,69,7,1933,27,43,91,242,23,4,20,2,37,13,6,10,2,0,2,0,1,0,0,729,5220,1290,Google_MainOne_Normal,0,rrc04
22,8994,360,6919,1557,0,675,74,66,13,2230,48,18,311,207,22,4,20,2,54,44,3,14,51,5,10,6,0,0,0,718,6201,1313,Google_MainOne_Normal,0,rrc04
23,7908,263,5676,1892,0,548,65,63,14,2060,51,0,197,143,18,4,10,1,36,7,0,11,0,0,0,0,0,0,0,609,5067,1353,Google_MainOne_Normal,0,rrc04
24,8382,458,6435,1613,0,618,95,60,14,2067,49,21,110,224,17,4,14,1,21,1,0,9,0,0,5,1,0,0,0,752,5683,1220,Google_MainOne_Normal,0,rrc04
25,8356,349,5816,2215,0,639,86,59,13,1923,43,68,140,185,16,4,11,2,17,10,0,6,2,0,0,0,0,0,0,891,4925,1226,Google_MainOne_Normal,0,rrc04
26,7826,360,5358,2020,0,585,67,54,13,1957,46,212,218,230,17,4,14,1,21,8,3,9,1,2,8,4,0,0,0,620,4738,1365,Google_MainOne_Normal,0,rrc04
27,11808,289,5855,5604,0,4271,56,64,3,2114,12,86,177,172,15,4,10,1,9,5,5,2,0,0,0,0,0,0,0,497,5358,1267,Google_MainOne_Normal,0,rrc04
28,10785,412,7477,2375,0,862,104,59,13,2125,52,65,626,307,26,4,13,2,23,19,17,15,0,82,30,0,0,0,0,1196,6281,1300,Google_MainOne_Normal,0,rrc04
29,9157,555,6624,1966,0,913,154,55,10,1697,40,60,346,221,20,5,20,2,14,14,1,181,63,148,46,0,0,0,0,1133,5491,1361,Google_MainOne_Normal,0,rrc04
30,9582,332,7220,1817,0,1004,94,50,10,1718,36,37,346,199,15,4,19,2,17,91,10,5,4,0,1,0,0,0,0,1373,5847,1226,Google_MainOne_Normal,0,rrc04
31,9575,343,7214,1939,0,1221,86,70,8,2088,36,13,205,217,17,4,15,2,4,11,2,24,4,1,5,5,2,0,0,979,6235,1211,Google_MainOne_Normal,0,rrc04
32,9028,599,5780,2619,0,920,135,59,10,1934,39,26,294,335,18,4,15,2,9,5,0,10,8,4,0,0,1,0,0,798,4982,1267,Google_MainOne_Normal,0,rrc04
33,9244,372,6361,2466,0,931,80,69,10,2128,40,47,228,189,18,4,10,1,17,4,3,8,0,0,0,0,0,0,0,908,5453,1267,Google_MainOne_Normal,0,rrc04
34,8854,359,6566,1749,0,610,71,56,15,2103,48,12,286,253,17,4,14,1,8,8,9,10,0,0,3,1,0,0,0,787,5779,1283,Google_MainOne_Normal,0,rrc04
35,10639,577,6819,2466,0,760,131,66,14,2149,58,21,1107,247,18,5,14,2,78,13,3,7,1,1,2,1,0,0,0,981,5838,1262,Google_MainOne_Normal,0,rrc04
0,19267,1896,11659,5536,0,4265,343,1130,5,1526,20,31,789,1283,29,6,22,3,166,35,22,24,277,35,2,0,0,0,0,2935,8724,1000,Spark_NZ_Normal,0,rrc04
1,19532,2329,14548,2634,0,2906,569,1133,7,1240,35,51,1427,923,36,5,22,2,248,78,44,154,50,4,0,0,0,0,0,3154,11394,1003,Spark_NZ_Normal,0,rrc04
2,14368,1087,9496,2931,0,2562,224,1030,6,1030,25,48,1345,596,28,5,23,2,34,65,22,89,46,0,1,3,0,0,0,1665,7831,1010,Spark_NZ_Normal,0,rrc04
3,12794,1222,8319,2832,0,1590,229,1223,8,1223,37,55,907,736,21,5,12,2,17,12,11,53,241,31,0,0,0,0,0,2119,6200,1007,Spark_NZ_Normal,0,rrc04
4,16793,1429,10752,4002,0,2605,295,1119,6,1507,25,93,1038,1001,26,5,14,2,70,39,16,106,466,34,0,1,0,0,0,2703,8049,1000,Spark_NZ_Normal,0,rrc04
5,29970,1493,11299,16833,0,4546,487,1123,7,6890,33,63,1170,668,20,5,13,2,62,22,20,36,232,2,66,0,0,0,0,2792,8507,1007,Spark_NZ_Normal,0,rrc04
6,30399,1705,11824,15986,0,5337,435,1094,6,6642,32,81,1692,897,19,4,11,2,63,20,4,35,202,0,0,0,0,0,0,2785,9039,1000,Spark_NZ_Normal,0,rrc04
7,25806,1434,11620,12322,0,4427,227,870,6,3822,28,42,1080,784,21,5,16,2,31,18,15,35,20,0,1,0,2,7,0,2887,8733,1007,Spark_NZ_Normal,0,rrc04
8,31689,1457,12622,17031,0,4219,190,1432,8,6884,40,63,1045,991,27,5,21,2,54,37,24,389,119,71,31,0,0,0,0,3176,9446,1003,Spark_NZ_Normal,0,rrc04
9,20835,1414,10033,8893,0,3362,280,1681,6,3229,27,49,896,1013,19,5,16,2,55,29,19,77,30,3,0,1,3,2,0,2446,7587,1000,Spark_NZ_Normal,0,rrc04
10,30082,1516,11875,15439,0,5388,273,1056,6,5005,29,74,1749,1019,20,5,17,2,25,44,17,12,504,35,4,0,0,11,7,3382,8493,1003,Spark_NZ_Normal,0,rrc04
11,34814,1483,11363,16274,0,7563,623,1035,5,3794,33,55,6593,584,20,5,15,2,31,13,22,48,176,15,47,3,4,0,0,2843,8520,1000,Spark_NZ_Normal,0,rrc04
12,33786,1558,15263,16540,0,5151,421,1219,7,5785,34,56,888,1095,24,4,18,2,82,32,35,38,155,40,0,0,0,3,0,3992,11271,1003,Spark_NZ_Normal,0,rrc04
13,16978,1520,10074,5411,0,2790,254,1410,6,1410,25,76,710,783,33,5,11,2,35,20,19,50,179,0,0,0,0,0,0,2335,7739,1003,Spark_NZ_Normal,0,rrc04
14,21912,1028,10266,9908,0,4052,225,1218,5,3005,24,94,1217,521,33,5,12,2,44,13,9,122,145,9,0,0,0,0,0,2605,7661,1010,Spark_NZ_Normal,0,rrc04
15,37652,1164,15545,20658,0,5122,491,922,7,7651,43,198,884,565,19,4,11,2,214,307,11,83,2,0,0,0,0,0,0,4955,10590,1014,Spark_NZ_Normal,0,rrc04
16,21454,1152,12220,7138,0,3957,228,1124,5,2750,21,76,1394,702,23,5,14,2,55,54,17,112,108,7,6,1,0,0,0,2612,9608,1000,Spark_NZ_Normal,0,rrc04
17,23524,1448,18292,3647,0,3191,553,569,7,769,25,149,940,645,25,6,14,2,236,167,60,105,313,30,16,2,0,0,0,5224,13068,1003,Spark_NZ_Normal,0,rrc04
18,22259,1173,13581,7479,0,7480,223,1124,3,1166,18,98,601,598,26,5,22,2,96,80,31,140,176,30,31,3,0,8,0,3919,9662,1014,Spark_NZ_Normal,0,rrc04
19,19616,1051,11059,7127,0,6555,234,1077,3,1144,24,107,761,669,21,5,19,2,81,23,8,38,171,0,1,0,0,0,0,2370,8689,1003,Spark_NZ_Normal,0,rrc04
20,16164,1321,10800,3766,0,1958,249,1279,8,1279,43,80,845,753,21,5,19,2,45,67,21,132,260,2,0,0,0,0,0,2371,8429,1007,Spark_NZ_Normal,0,rrc04
21,19397,1825,14437,2938,0,1728,634,670,11,3298,51,90,1133,889,21,6,14,3,9,48,19,66,1148,117,1,33,0,0,0,4333,10104,1010,Spark_NZ_Normal,0,rrc04
22,12693,1578,9097,2198,0,1263,357,939,10,1148,35,78,681,717,26,6,22,2,17,17,8,74,179,76,1,0,1,0,0,2179,6918,1007,Spark_NZ_Normal,0,rrc04
23,18227,3297,12308,2736,0,1742,490,694,10,2253,44,101,1947,1236,20,6,13,2,44,71,17,23,35,4,1,0,0,0,0,2836,9472,1003,Spark_NZ_Normal,0,rrc04
24,18168,1338,11653,3104,0,2470,315,1045,7,1045,22,77,2773,638,27,5,23,2,71,27,14,84,208,2,2,1,0,0,0,3725,7928,1007,Spark_NZ_Normal,0,rrc04
25,47954,1338,37542,8806,0,10055,271,1120,5,5960,43,92,813,793,24,5,16,2,68,45,167,83,187,91,9,2,0,28,0,22532,15010,1000,Spark_NZ_Normal,0,rrc04
26,35232,1399,30438,3038,0,7381,201,1158,5,5915,50,78,870,886,19,4,13,2,41,28,18,117,168,34,1,0,0,0,0,1582,28856,1010,Spark_NZ_Normal,0,rrc04
27,12682,1059,8136,3409,0,1460,219,1230,9,1230,45,56,519,618,19,5,14,2,18,15,10,40,301,10,0,3,0,0,0,1975,6161,1003,Spark_NZ_Normal,0,rrc04
28,48353,2327,31297,9781,0,2833,1377,953,17,6690,73,85,6495,780,27,6,24,2,186,101,77,107,270,32,15,0,0,3,0,6623,24674,1003,Spark_NZ_Normal,0,rrc04
29,14514,1334,9665,2258,0,2593,226,1562,6,1562,22,71,1777,814,31,5,24,2,40,18,16,48,229,3,7,2,4,0,0,2323,7342,1010,Spark_NZ_Normal,0,rrc04
30,15343,1206,11698,2310,0,1465,219,936,10,2082,30,54,695,640,29,5,24,2,37,11,8,67,233,33,0,0,0,0,0,2236,9462,1010,Spark_NZ_Normal,0,rrc04
31,15799,1367,11382,2852,0,1999,305,1109,8,1207,24,59,711,854,23,5,21,2,37,18,22,49,207,27,13,0,0,6,0,2339,9043,1000,Spark_NZ_Normal,0,rrc04
32,14057,1257,9106,3185,0,1925,247,882,7,882,33,81,988,778,27,5,21,2,23,23,9,69,211,27,0,0,0,0,0,2066,7040,1000,Spark_NZ_Normal,0,rrc04
33,14528,1820,9591,2919,0,1280,353,950,11,950,40,79,842,1176,27,5,23,2,84,19,7,101,252,41,50,7,0,0,0,1949,7642,1014,Spark_NZ_Normal,0,rrc04
34,17938,1998,11761,4131,0,3071,309,1041,6,1104,23,309,698,1348,25,6,19,2,36,33,5,40,269,51,4,19,3,66,16,2491,9270,1010,Spark_NZ_Normal,0,rrc04
35,19902,1163,12933,5488,0,4636,193,1292,4,1292,29,292,827,654,23,5,21,2,62,42,35,8,282,39,19,17,0,2,16,2904,10029,1007,Spark_NZ_Normal,0,rrc04
0,14512,372,7592,6382,0,3835,133,744,4,2125,29,16,242,296,24,5,16,2,68,129,13,10,31,12,121,0,0,23,0,2108,5484,1003,Facebook_Normal,0,rrc04
1,25433,550,12580,11910,0,3160,253,647,8,4192,35,15,561,382,19,6,17,2,255,57,18,11,35,3,174,0,0,2,8,3605,8975,1000,Facebook_Normal,0,rrc04
2,11169,403,8048,2719,0,1061,126,771,11,2187,49,17,188,214,25,5,20,2,122,109,16,20,40,74,195,0,2,0,0,2274,5774,1003,Facebook_Normal,0,rrc04
3,10776,495,7265,2730,0,988,98,738,11,2139,54,16,573,208,23,5,20,2,61,39,3,0,23,14,189,0,0,0,0,1718,5547,1000,Facebook_Normal,0,rrc04
4,11342,293,7657,3090,0,989,77,778,11,2185,50,46,445,150,16,5,13,2,37,171,9,27,53,19,73,0,0,0,0,2109,5548,1000,Facebook_Normal,0,rrc04
5,10966,611,7782,2447,0,775,130,718,14,2014,53,20,470,267,23,5,23,2,162,65,20,18,47,7,139,0,1,0,0,2460,5322,1000,Facebook_Normal,0,rrc04
6,12499,664,8791,2853,0,1004,171,692,12,2043,58,15,562,293,23,5,19,2,191,175,60,9,37,21,81,0,0,0,0,2420,6371,1000,Facebook_Normal,0,rrc04
7,11661,292,8485,2610,0,1088,102,711,11,1994,57,22,385,181,33,5,31,2,125,116,21,7,27,7,121,1,2,1,0,2614,5871,1007,Facebook_Normal,0,rrc04
8,15288,631,9591,5044,0,1293,157,663,12,1909,69,18,354,299,18,5,13,2,183,150,11,15,35,18,99,0,0,0,0,3056,6535,1000,Facebook_Normal,0,rrc04
9,13568,828,9334,3561,0,1624,198,493,8,1554,45,17,378,295,20,5,14,2,136,155,22,17,23,11,73,4,0,0,0,2438,6896,1000,Facebook_Normal,0,rrc04
10,15198,748,10232,4318,0,1473,220,719,10,2087,51,37,375,273,20,6,15,2,169,129,14,14,33,8,131,1,4,0,0,3004,7228,1007,Facebook_Normal,0,rrc04
11,14684,456,8860,5182,0,3040,125,738,5,2082,23,46,396,246,22,5,20,2,192,164,7,11,34,16,91,0,0,0,2,2314,6546,1007,Facebook_Normal,0,rrc04
12,13983,333,8587,4511,0,1608,128,675,9,2863,61,12,717,168,19,5,13,2,145,59,26,10,50,18,120,0,0,0,0,1800,6787,1000,Facebook_Normal,0,rrc04
13,10491,586,7162,2613,0,728,131,736,14,2072,59,28,411,305,18,5,13,2,130,17,9,14,48,11,162,0,0,0,0,1869,5293,1000,Facebook_Normal,0,rrc04
14,11901,443,8371,3053,0,886,157,757,13,2148,51,17,234,243,22,5,19,2,51,60,18,5,23,14,183,1,0,0,0,2472,5899,1007,Facebook_Normal,0,rrc04
15,17133,927,8592,7892,0,3092,184,691,6,2011,22,10,353,296,22,5,20,2,64,81,9,9,40,22,183,15,1,107,1,2520,6072,1000,Facebook_Normal,0,rrc04
16,14452,712,9131,4276,0,1215,198,723,12,2087,61,10,636,409,19,5,15,2,76,154,19,18,42,35,114,0,2,0,0,2563,6568,1000,Facebook_Normal,0,rrc04
17,15188,649,10596,3949,0,1486,224,691,10,2006,43,10,322,321,24,5,18,2,307,159,48,16,41,17,97,2,1,6,2,3288,7308,1000,Facebook_Normal,0,rrc04
18,12887,678,8885,3342,0,1128,158,754,11,2145,51,45,234,426,23,5,18,2,162,171,3,5,26,8,116,0,1,1,0,2532,6353,1000,Facebook_Normal,0,rrc04
19,15529,1127,10563,3725,0,1154,291,731,13,2041,53,24,786,455,24,5,20,2,214,114,17,4,47,14,88,1,0,4,3,3411,7152,1000,Facebook_Normal,0,rrc04
20,15977,652,11331,3757,0,1854,145,710,9,2071,69,24,414,475,20,5,16,2,53,88,2,1,38,17,120,2,0,1,0,3594,7737,1003,Facebook_Normal,0,rrc04
21,16189,833,9187,6195,0,3134,187,713,5,2055,23,26,265,542,20,5,18,2,83,94,10,11,37,14,132,0,0,3,3,2902,6285,1000,Facebook_Normal,0,rrc04
22,15482,1177,9828,4349,0,2149,309,689,7,2029,29,40,765,540,30,5,25,2,169,45,22,5,75,19,118,8,1,1,0,2799,7029,1000,Facebook_Normal,0,rrc04
23,13337,724,9220,3456,0,1556,179,752,9,2153,43,19,289,372,28,5,24,2,195,173,5,3,34,16,62,0,0,0,0,2886,6334,1000,Facebook_Normal,0,rrc04
24,19042,485,9933,7543,0,5293,142,747,4,2045,24,52,1384,182,20,5,18,2,202,15,4,1,45,12,98,1,1,2,1,2639,7294,1000,Facebook_Normal,0,rrc04
25,14113,485,9798,3394,0,1492,148,743,9,2187,42,39,670,251,24,5,17,2,157,151,19,10,51,28,109,19,3,2,1,2585,7213,1000,Facebook_Normal,0,rrc04
26,12802,1047,8419,3383,0,1364,253,803,9,2249,36,32,568,432,23,5,18,2,151,74,9,5,31,14,179,1,2,1,0,2223,6196,1000,Facebook_Normal,0,rrc04
27,27114,591,11728,14747,0,9270,255,752,3,3006,20,24,266,373,25,5,18,2,54,81,10,5,48,10,92,0,0,1,0,3576,8152,1000,Facebook_Normal,0,rrc04
28,16035,758,11638,3837,0,1260,168,767,13,3970,67,35,279,281,26,5,24,2,108,94,2,6,41,12,147,0,3,16,0,3589,8049,1000,Facebook_Normal,0,rrc04
29,10853,355,7600,2526,0,703,108,704,15,2018,53,49,520,207,20,5,18,2,125,80,9,3,39,13,117,0,0,0,3,1984,5616,1000,Facebook_Normal,0,rrc04
30,14042,861,9779,3339,0,1416,234,746,10,2148,45,55,610,314,22,5,18,2,120,131,11,4,51,8,84,0,0,1,3,2570,7209,1000,Facebook_Normal,0,rrc04
31,12540,507,7980,4102,0,2452,156,744,5,2057,23,22,212,246,24,5,16,2,111,41,2,16,28,6,67,5,3,1,0,1927,6053,1000,Facebook_Normal,0,rrc04
32,17848,727,12622,4418,0,1348,225,786,13,4167,67,36,365,443,25,5,22,2,162,126,8,20,56,22,148,4,0,1,2,3857,8765,1000,Facebook_Normal,0,rrc04
33,11855,650,8394,2625,0,922,151,721,13,2050,57,19,572,264,20,6,18,2,175,60,33,19,43,23,122,0,14,13,2,2261,6133,1000,Facebook_Normal,0,rrc04
34,11847,684,8469,2715,0,1049,144,673,11,1943,52,19,436,227,24,5,18,2,161,180,10,6,33,12,108,0,2,1,3,2464,6005,1014,Facebook_Normal,0,rrc04
0,31946,434,8406,10572,0,15731,152,112,2,3743,18,67,12769,199,28,5,15,2,29,8,4,7,12,0,0,8,4,0,0,2793,5613,1099,TelekomMalaysia_Normal,0,rrc04
1,30658,724,12439,11150,0,17024,224,130,2,2082,17,27,6755,314,28,5,19,2,506,5,0,0,7,3,0,0,0,6,9,3779,8660,1099,TelekomMalaysia_Normal,0,rrc04
2,11803,1042,5578,4460,0,2991,238,131,4,2621,34,16,1028,737,28,5,13,2,19,12,15,27,15,11,1,0,0,0,0,1369,4209,1083,TelekomMalaysia_Normal,0,rrc04
3,5262,353,3638,978,0,1030,85,148,5,388,16,63,441,205,19,6,17,2,29,10,10,12,21,3,3,0,0,0,2,976,2662,1112,TelekomMalaysia_Normal,0,rrc04
4,104420,126224,19191,2732,0,90775,125406,130,1,3294,14,109,16524,65973,41,5,21,2,204,48,48,461,42,27,4,1,0,1,0,6457,12734,1079,TelekomMalaysia_Normal,0,rrc04
5,116301,476,41438,11310,0,98967,178,110,1,2816,8,153,63395,158,42,5,24,2,530,222,89,120,214,159,39,3,5,14,0,2517,38921,1076,TelekomMalaysia_Normal,0,rrc04
6,10303,854,8350,898,0,3978,258,132,3,1671,13,68,745,310,22,5,17,2,53,25,12,8,11,1,1,4,5,0,2,1960,6390,1053,TelekomMalaysia_Normal,0,rrc04
7,21488,610,15750,998,0,17504,264,128,1,916,7,63,4530,210,44,4,42,2,83,45,15,14,15,13,2,2,0,2,0,2333,13417,1092,TelekomMalaysia_Normal,0,rrc04
8,114428,13701,52160,1219,0,90525,13348,127,1,3056,10,219,47759,13290,41,5,42,2,755,391,318,148,153,164,124,21,18,2,3,2830,49330,1060,TelekomMalaysia_Normal,0,rrc04
