Timestamp,nb_A,nb_W,nb_implicit_W,nb_dup_A,nb_dup_W,nb_A_prefix,nb_W_prefix,max_A_prefix,avg_A_prefix,max_A_AS,avg_A_AS,nb_orign_change,nb_new_A,nb_new_A_afterW,max_path_len,avg_path_len,max_editdist,avg_editdist,editdist_7,editdist_8,editdist_9,editdist_10,editdist_11,editdist_12,editdist_13,editdist_14,editdist_15,editdist_16,editdist_17,nb_tolonger,nb_toshorter,avg_interarrival,Evento,Label,Colector
11,11415,917,6944,3572,2,1581,228,70,7,973,35,9,432,467,20,5,16,2,22,17,3,4,4,1,0,0,0,9,0,1800,5144,1057,CenturyLink_Normal,0,rrc04
12,15366,569,11862,2878,5,4204,138,71,4,3245,27,11,209,417,15,4,12,2,25,6,10,2,6,3,0,0,0,0,0,4086,7776,1083,CenturyLink_Normal,0,rrc04
13,8679,457,5721,2449,3,1280,107,64,7,760,25,53,256,253,18,5,15,2,28,10,11,3,3,2,3,3,1,0,0,1081,4640,1088,CenturyLink_Normal,0,rrc04
14,13254,353,9418,3062,9,3891,90,69,3,2735,29,14,546,228,21,5,16,2,8,12,9,27,9,9,11,0,1,6,0,3599,5819,1072,CenturyLink_Normal,0,rrc04
15,10680,644,6990,3147,9,1582,259,61,7,1254,32,16,166,377,24,5,22,2,43,16,10,7,11,2,2,0,2,5,2,1612,5378,1045,CenturyLink_Normal,0,rrc04
16,17865,813,10414,6754,2,5139,311,61,3,2839,29,14,437,260,26,5,16,2,38,16,2,1,12,3,4,2,0,5,0,3833,6581,1060,CenturyLink_Normal,0,rrc04
17,14446,663,10017,3229,5,1883,244,58,8,840,44,6,733,467,19,5,17,2,73,56,28,0,7,2,4,0,0,0,146,2924,7093,1079,CenturyLink_Normal,0,rrc04
18,13486,354,9441,3460,4,4686,95,63,3,2904,24,26,379,206,16,4,13,2,15,24,0,2,4,2,8,0,0,0,0,3404,6037,1083,CenturyLink_Normal,0,rrc04
19,14861,591,10109,3826,6,2406,144,68,6,3291,33,28,544,382,20,5,17,2,46,28,13,3,2,16,4,1,0,1,3,2888,7221,1049,CenturyLink_Normal,0,rrc04
20,28524,793,23038,4804,1,9167,235,54,3,4298,33,13,345,337,30,4,18,2,32,13,8,5,2,9,15,5,0,1,2,7481,15557,1095,CenturyLink_Normal,0,rrc04
21,38800,454,7018,31180,9,17728,133,59,2,4123,61,7,347,255,20,5,14,2,64,33,15,1,9,5,6,1,0,0,0,2269,4749,1060,CenturyLink_Normal,0,rrc04
22,10709,355,6137,4121,10,2914,89,77,4,784,37,10,228,223,17,5,13,2,82,49,5,0,3,4,1,0,0,0,0,1157,4980,1060,CenturyLink_Normal,0,rrc04
23,11697,382,5756,5431,2,1546,96,60,8,1904,49,28,249,261,19,5,15,2,15,15,3,3,13,5,0,0,2,0,0,1059,4697,1088,CenturyLink_Normal,0,rrc04
24,9312,345,6221,2256,3,1320,73,62,7,840,33,22,615,220,18,5,11,2,7,16,7,0,5,0,0,0,0,0,0,1098,5123,1092,CenturyLink_Normal,0,rrc04
25,19023,427,14473,4160,5,3498,151,56,5,9094,52,31,181,209,21,5,15,2,39,22,13,6,22,9,4,4,1,0,0,5045,9428,1104,CenturyLink_Normal,0,rrc04
26,19075,440,13051,5406,8,3790,138,66,5,8315,48,25,360,258,27,4,22,2,63,5,31,0,6,0,0,0,0,0,0,1854,11197,1083,CenturyLink_Normal,0,rrc04
27,10300,440,5720,4198,2,2070,139,56,5,1374,23,19,145,237,23,5,16,2,40,46,24,2,2,0,0,0,0,2,0,1662,4058,1120,CenturyLink_Normal,0,rrc04
28,12370,518,8357,3573,5,3522,256,58,4,1231,21,27,210,230,27,4,15,2,34,31,6,5,12,2,0,4,1,0,0,2311,6046,1116,CenturyLink_Normal,0,rrc04
29,8934,366,5407,3097,9,1479,84,56,6,1014,24,19,267,163,17,5,14,2,7,0,2,1,1,0,1,1,0,0,0,1379,4028,1091,CenturyLink_Normal,0,rrc04
30,20873,431,14365,5469,6,6183,128,59,3,3039,25,11,791,248,22,5,20,2,42,34,12,2,19,0,3,0,0,4,0,5226,9139,1076,CenturyLink_Normal,0,rrc04
31,14808,654,9914,4205,2,2040,302,64,7,1948,27,18,295,394,24,5,19,2,71,35,22,12,17,13,4,0,0,0,0,2937,6977,1035,CenturyLink_Normal,0,rrc04
32,14887,862,9265,4832,2,3191,267,64,5,2157,28,10,391,399,22,5,21,2,62,27,14,24,13,4,2,0,0,0,0,2722,6543,1027,CenturyLink_Normal,0,rrc04
33,14894,814,9785,4144,2,2243,273,61,7,1101,38,44,597,368,19,6,15,2,76,20,281,300,9,7,8,11,8,0,0,3773,6012,1064,CenturyLink_Normal,0,rrc04
34,14996,1103,10287,3437,9,2219,400,61,7,875,33,81,616,656,24,5,21,2,93,6,12,18,30,27,10,8,6,12,2,3380,6907,1017,CenturyLink_Normal,0,rrc04
35,36935,445,5198,31205,14,16910,108,62,2,3897,61,51,244,288,21,5,22,2,47,22,17,14,4,1,1,0,1,0,2,1264,3934,1057,CenturyLink_Normal,0,rrc04
0,17834,536,13722,2810,0,3058,227,214,6,2217,41,264,1007,295,23,5,19,2,164,64,10,10,53,8,8,0,0,6,5,2639,11083,1031,Rostelecom_Normal,0,rrc04
1,17551,560,12130,3536,0,4110,181,234,4,1601,35,308,1594,291,25,5,19,2,352,29,15,10,33,3,0,0,0,0,0,3306,8824,1010,Rostelecom_Normal,0,rrc04
2,21325,576,14489,5507,0,4922,255,227,4,1338,41,307,1120,209,22,6,19,2,895,103,21,4,64,40,8,0,0,0,0,3958,10531,1014,Rostelecom_Normal,0,rrc04
3,15172,480,11751,2790,0,2458,236,215,6,1542,31,291,335,296,24,5,20,2,14,40,13,17,34,3,3,0,0,2,3,2187,9564,1035,Rostelecom_Normal,0,rrc04
4,14633,367,10590,2925,0,2190,129,94,7,2070,33,180,978,140,28,5,25,2,22,33,17,10,41,3,0,0,0,0,0,2245,8345,1024,Rostelecom_Normal,0,rrc04
5,16191,603,12558,3044,0,3453,300,88,5,983,21,449,402,187,22,5,20,2,143,658,52,21,25,4,2,6,4,0,0,3696,8862,1020,Rostelecom_Normal,0,rrc04
6,14728,585,11679,2486,0,2112,144,86,7,1179,34,169,218,345,19,5,25,2,21,62,7,5,37,2,3,1,0,0,0,2637,9042,1042,Rostelecom_Normal,0,rrc04
7,22627,919,18343,2925,0,4644,254,88,5,2471,38,143,844,515,25,5,23,2,149,670,49,55,53,1,1,13,9,65,64,5166,13177,1038,Rostelecom_Normal,0,rrc04
8,11900,564,8315,2904,0,1836,163,87,6,1013,29,170,420,261,23,5,17,2,82,79,77,10,52,6,7,5,5,0,3,1902,6413,1064,Rostelecom_Normal,0,rrc04
9,10269,365,7271,2565,0,1076,118,87,10,967,37,136,276,157,16,5,13,2,23,41,9,0,50,2,10,0,0,0,0,1368,5903,1031,Rostelecom_Normal,0,rrc04
10,9627,392,6739,2396,0,1004,166,84,10,898,35,137,287,205,35,5,29,2,91,38,36,41,22,4,11,2,1,0,0,1295,5444,1042,Rostelecom_Normal,0,rrc04
11,11879,382,8177,2926,0,1329,230,113,9,1661,37,241,561,215,30,5,28,2,27,12,6,17,32,0,0,0,1,0,3,1768,6409,1053,Rostelecom_Normal,0,rrc04
12,12658,540,9026,2945,0,1833,202,86,7,1005,27,204,465,222,32,6,30,2,91,32,86,60,72,7,7,0,0,1,2,1998,7028,1038,Rostelecom_Normal,0,rrc04
13,13333,575,9625,2853,0,1630,210,88,8,1102,33,158,535,320,36,5,17,2,139,18,26,9,43,13,5,4,0,2,1,2262,7363,1057,Rostelecom_Normal,0,rrc04
14,17964,569,12669,4533,0,3682,247,87,5,1059,31,127,539,223,36,5,23,2,27,37,16,1,35,3,1,1,6,20,12,3247,9422,1035,Rostelecom_Normal,0,rrc04
15,12933,534,9614,2545,0,1575,126,84,8,1090,33,167,429,345,30,5,27,2,21,45,15,16,37,2,1,0,0,1,5,2224,7390,1072,Rostelecom_Normal,0,rrc04
16,11592,506,7579,3265,0,1791,149,87,6,959,25,200,452,296,22,5,17,2,48,47,15,20,42,5,0,0,4,0,6,1490,6089,1042,Rostelecom_Normal,0,rrc04
17,12464,499,8462,3389,0,2262,147,224,6,1003,22,337,383,230,26,5,19,2,35,26,3,17,40,10,6,2,4,0,3,1907,6555,1031,Rostelecom_Normal,0,rrc04
18,9392,362,6331,2509,0,1370,103,162,7,900,22,249,381,171,26,5,22,2,71,51,11,1,48,0,0,0,0,0,0,999,5332,1024,Rostelecom_Normal,0,rrc04
19,12674,628,9395,2374,0,1381,279,124,9,1047,38,194,383,522,26,5,19,2,38,57,12,8,50,6,0,0,0,1,4,1874,7521,1027,Rostelecom_Normal,0,rrc04
20,15250,913,10780,3536,0,2032,290,90,8,1398,32,182,366,568,29,5,19,2,31,88,17,9,28,3,3,0,0,0,0,2244,8536,1045,Rostelecom_Normal,0,rrc04
21,13410,1002,9763,2707,0,1367,212,116,10,1363,45,201,365,575,26,5,19,2,4,74,21,8,33,0,0,0,1,1,0,1999,7764,1017,Rostelecom_Normal,0,rrc04
22,19949,615,16673,2348,0,3900,161,87,5,2352,44,178,623,305,27,5,23,2,21,23,22,5,37,1,7,8,8,5,4,4306,12367,1042,Rostelecom_Normal,0,rrc04
23,18623,828,11369,4394,0,3140,224,87,6,3312,43,187,2464,396,23,5,14,2,47,28,10,40,69,49,34,1,0,0,0,2477,8892,1020,Rostelecom_Normal,0,rrc04
24,15968,807,11232,3174,0,2458,379,86,6,950,30,147,1128,434,34,6,31,2,54,50,33,40,81,112,44,3,0,0,0,3814,7418,1038,Rostelecom_Normal,0,rrc04
25,13860,886,10462,2306,0,2016,396,87,7,961,27,217,725,367,34,5,29,3,89,74,69,25,40,0,3,0,0,0,0,1744,8718,1053,Rostelecom_Normal,0,rrc04
26,13458,750,8013,4691,0,3296,180,105,4,1028,37,204,432,322,19,5,16,2,54,50,16,27,119,3,0,0,0,26,0,1632,6381,1027,Rostelecom_Normal,0,rrc04
27,16211,492,12274,2952,0,2471,175,230,7,1131,46,348,790,195,20,5,14,2,417,17,116,21,29,0,1,1,0,0,0,1820,10454,1027,Rostelecom_Normal,0,rrc04
28,10697,447,7077,3045,0,1425,108,238,8,973,29,304,352,223,23,5,27,2,32,43,6,6,32,0,0,0,0,0,0,1365,5712,1007,Rostelecom_Normal,0,rrc04
29,21544,584,14826,5997,0,4099,244,115,5,1056,19,206,458,263,23,6,20,2,84,93,39,43,36,11,8,1,2,6,14,4336,10490,1020,Rostelecom_Normal,0,rrc04
30,13879,1193,10094,2819,0,1716,302,88,8,1494,38,136,582,384,24,5,21,2,61,120,66,34,29,0,8,7,0,2,0,2628,7466,1024,Rostelecom_Normal,0,rrc04
31,11501,642,8316,2335,0,1013,148,86,11,1030,40,112,468,382,24,5,21,2,36,30,33,13,31,10,1,3,0,2,0,1651,6665,1031,Rostelecom_Normal,0,rrc04
32,13131,559,9633,2877,0,1552,149,89,8,1050,40,134,343,278,26,6,23,3,32,610,1166,22,28,0,1,1,0,0,0,2450,7183,1064,Rostelecom_Normal,0,rrc04
33,12801,532,9684,2405,0,1475,161,83,9,1065,32,158,447,265,26,6,22,3,25,482,671,25,22,0,2,1,12,14,2,2245,7439,1020,Rostelecom_Normal,0,rrc04
34,14345,653,10480,3018,0,2170,151,88,7,1145,39,116,446,401,25,5,11,2,38,143,356,181,27,0,0,0,0,0,0,2462,8018,1027,Rostelecom_Normal,0,rrc04
35,12143,487,9171,2368,0,1475,147,86,8,924,36,252,337,267,26,5,19,2,90,46,63,11,37,1,1,0,0,1,8,2963,6208,1045,Rostelecom_Normal,0,rrc04
0,6503,451,4416,1439,0,889,122,60,7,672,21,25,417,231,21,5,14,2,32,8,10,0,2,2,0,3,0,0,0,1012,3404,1099,Amazon_MEW_Normal,0,rrc04
1,9049,1000,5772,1838,0,1216,248,59,7,711,26,65,905,534,19,5,14,2,102,15,5,21,7,13,9,10,0,0,0,1427,4345,1057,Amazon_MEW_Normal,0,rrc04
2,7657,645,5364,1357,0,1015,169,57,8,604,25,34,535,401,21,6,14,2,94,129,38,33,5,15,3,1,0,0,0,1675,3689,1087,Amazon_MEW_Normal,0,rrc04
3,12677,1796,8651,2264,0,1396,376,63,9,2841,30,97,418,1344,16,6,12,2,23,59,32,40,6,3,0,0,0,0,0,2427,6224,1038,Amazon_MEW_Normal,0,rrc04
4,10881,889,7914,1864,0,1134,230,63,10,632,27,182,658,445,20,5,14,2,101,85,63,13,5,1,0,3,0,0,0,2642,5272,1020,Amazon_MEW_Normal,0,rrc04
5,7847,677,5445,1493,0,895,166,57,9,715,32,75,451,458,23,5,10,2,14,9,7,2,0,0,0,0,0,0,0,1259,4186,1072,Amazon_MEW_Normal,0,rrc04
6,8171,539,4819,1636,0,1595,151,63,5,724,20,33,1363,353,25,5,25,2,33,36,13,7,11,0,0,0,0,0,0,1080,3739,1057,Amazon_MEW_Normal,0,rrc04
7,6530,615,4414,1368,0,1248,147,66,5,551,20,37,403,345,23,5,13,2,36,35,4,5,12,0,2,0,0,0,0,968,3446,1084,Amazon_MEW_Normal,0,rrc04
8,9812,833,7610,1353,0,2556,227,60,4,705,19,7,447,402,20,5,12,2,38,8,5,5,5,2,0,0,0,0,0,1726,5884,1079,Amazon_MEW_Normal,0,rrc04
9,7566,847,5194,1421,0,1196,206,58,6,682,21,24,618,333,20,5,13,2,153,75,51,17,38,1,6,0,0,0,0,1436,3758,1087,Amazon_MEW_Normal,0,rrc04
10,8443,637,5642,1654,0,1191,223,67,7,631,26,47,882,265,22,5,13,2,69,46,17,11,16,0,6,0,0,0,0,1555,4087,1076,Amazon_MEW_Normal,0,rrc04
11,6786,835,5079,962,0,912,170,63,7,762,24,33,478,267,65,5,63,2,19,15,4,13,1,0,0,0,0,1,0,1079,4000,1095,Amazon_MEW_Normal,0,rrc04
12,8385,869,5525,1366,0,961,228,65,9,581,29,44,1065,429,25,5,27,2,25,3,8,9,10,7,0,0,3,0,0,1622,3903,1060,Amazon_MEW_Normal,0,rrc04
13,9819,757,6739,2281,0,1230,211,61,8,1578,29,37,377,422,21,5,20,2,41,26,21,7,3,5,0,0,0,0,0,1688,5051,1083,Amazon_MEW_Normal,0,rrc04
14,7087,546,4438,1589,0,797,122,62,9,617,25,157,777,283,22,5,17,2,34,27,56,41,7,26,1,1,2,0,1,1061,3377,1064,Amazon_MEW_Normal,0,rrc04
15,8661,955,6256,1433,0,850,321,57,10,699,31,26,502,470,23,5,18,2,16,13,5,1,0,10,0,0,0,0,1,2177,4079,1038,Amazon_MEW_Normal,0,rrc04
16,8361,699,5167,1474,0,1605,143,60,5,717,18,28,1409,311,21,5,11,2,26,15,4,6,6,0,0,0,0,0,0,1139,4028,1072,Amazon_MEW_Normal,0,rrc04
17,10042,1225,7158,1648,0,1069,297,58,9,1434,38,14,771,465,22,6,13,2,123,92,45,12,25,9,1,0,0,0,0,2086,5072,1068,Amazon_MEW_Normal,0,rrc04
18,7486,711,4802,1626,0,817,161,60,9,1349,32,27,734,324,27,6,15,2,162,104,38,51,22,2,0,0,8,0,0,1601,3201,1057,Amazon_MEW_Normal,0,rrc04
19,9711,1108,6821,1741,0,1413,206,60,7,1689,23,46,693,456,18,6,16,2,227,81,169,9,9,4,11,11,4,3,0,2208,4613,1049,Amazon_MEW_Normal,0,rrc04
20,9483,658,7360,976,0,2617,119,65,4,541,17,42,774,373,25,5,23,2,30,26,3,0,2,4,2,0,3,0,0,829,6531,1068,Amazon_MEW_Normal,0,rrc04
21,12202,1677,7758,2766,0,1087,445,66,11,4664,47,55,577,1101,23,5,18,2,23,3,1,0,0,0,0,0,0,0,1,3048,4710,1057,Amazon_MEW_Normal,0,rrc04
22,9831,1289,5951,2747,0,1289,328,65,8,1932,31,30,488,645,25,5,23,2,43,21,40,11,4,4,0,2,0,0,1,1474,4477,1049,Amazon_MEW_Normal,0,rrc04
23,10967,1318,7902,1419,0,1640,405,66,7,970,25,71,1009,637,21,6,15,2,29,8,2,7,13,2,0,1,2,0,0,2498,5404,1083,Amazon_MEW_Normal,0,rrc04
24,17283,894,12595,2138,0,4545,249,64,4,4170,34,313,2150,400,23,5,16,2,33,14,74,12,14,7,12,7,0,8,0,4769,7826,1072,Amazon_MEW_Normal,0,rrc04
25,29745,900,17012,9242,0,8405,250,62,4,3887,31,322,3004,487,25,5,23,2,122,84,30,12,18,15,6,14,4,0,1,3152,13860,1045,Amazon_MEW_Normal,0,rrc04
26,16546,679,10882,3234,0,5480,190,61,3,4480,33,300,2149,281,21,5,15,2,25,51,35,8,5,7,9,8,2,0,0,4417,6465,1079,Amazon_MEW_Normal,0,rrc04
27,13644,696,10887,2027,0,2987,245,57,5,3887,27,320,430,300,21,5,14,2,42,13,9,4,5,7,4,1,0,0,0,1511,9376,1038,Amazon_MEW_Normal,0,rrc04
28,16379,1300,9226,5437,0,2902,345,65,6,937,28,69,966,750,22,5,18,2,77,52,10,6,5,14,1,1,0,1,0,2972,6254,1027,Amazon_MEW_Normal,0,rrc04
29,7596,934,5559,1023,0,1391,208,68,5,707,19,45,631,383,23,6,15,2,32,24,6,9,4,1,0,1,1,0,0,1357,4202,1057,Amazon_MEW_Normal,0,rrc04
30,7686,1105,4912,1437,0,862,233,66,9,927,27,23,647,690,22,6,20,2,45,28,12,17,4,101,3,1,0,0,1,1502,3410,1035,Amazon_MEW_Normal,0,rrc04
31,10529,1159,7398,2011,0,1063,294,70,10,1402,35,64,534,586,20,5,18,2,61,34,20,4,7,3,5,2,1,0,3,2813,4585,1042,Amazon_MEW_Normal,0,rrc04
32,18035,1255,12696,2694,0,2922,327,65,6,2088,31,78,1887,758,20,6,15,2,19,38,120,23,30,0,22,24,8,0,0,3201,9495,1031,Amazon_MEW_Normal,0,rrc04
33,17183,1021,12383,2309,0,2080,220,65,8,2213,51,50,1759,732,24,6,14,2,87,10,106,2,3,8,1,2,0,0,0,3789,8594,1027,Amazon_MEW_Normal,0,rrc04
34,6656,922,4491,1246,0,765,185,64,9,681,26,89,506,413,23,5,11,2,28,11,0,0,1,0,0,0,0,0,0,1126,3365,1068,Amazon_MEW_Normal,0,rrc04
35,11643,1027,7862,1342,0,1121,420,64,10,3855,44,113,1891,548,22,5,19,2,45,9,10,6,8,2,10,1,4,0,0,2175,5687,1068,Amazon_MEW_Normal,0,rrc04
0,14013,813,10263,3392,0,2482,221,72,6,2965,38,194,151,207,20,5,17,2,96,44,16,2,1,6,23,2,0,0,4,4022,6241,1099,Swisscom_Normal,0,rrc04
1,16849,752,10461,5810,0,2429,274,74,7,5044,53,122,308,270,25,4,15,2,73,48,56,0,1,0,27,5,6,0,0,2954,7507,1076,Swisscom_Normal,0,rrc04
2,13748,728,8403,4548,0,1966,187,69,7,2335,48,153,618,179,18,5,15,2,55,18,3,1,2,0,15,3,6,0,0,1751,6652,1092,Swisscom_Normal,0,rrc04
3,15361,799,9480,5024,0,2358,183,144,7,5558,33,224,501,356,18,5,15,2,114,13,0,0,0,0,27,3,9,0,0,3148,6332,1068,Swisscom_Normal,0,rrc04
4,12178,535,8243,2311,0,2052,108,88,6,768,34,186,1357,267,18,5,19,2,678,30,6,2,14,2,0,0,0,0,0,1291,6952,1083,Swisscom_Normal,0,rrc04
5,25989,351,16846,6662,0,3754,106,104,7,8571,60,229,2285,196,17,5,13,2,110,34,14,1,4,3,9,0,0,0,0,3458,13388,1072,Swisscom_Normal,0,rrc04
6,15298,1015,12037,2769,0,2896,218,102,5,2958,40,173,349,143,19,5,13,2,158,88,7,0,0,0,9,0,0,0,0,4524,7513,1137,Swisscom_Normal,0,rrc04
7,14374,314,10142,3803,0,1613,111,131,9,4913,55,191,224,205,19,5,13,2,34,8,10,17,4,7,4,0,0,0,0,2597,7545,1087,Swisscom_Normal,0,rrc04
8,11476,443,7665,2817,0,1296,144,81,9,1348,41,229,714,280,20,5,17,2,31,53,21,27,3,2,0,9,3,3,1,2025,5640,1103,Swisscom_Normal,0,rrc04
9,14255,350,9981,3709,0,1746,87,73,8,3689,50,168,411,154,17,5,15,2,126,13,16,84,6,12,13,3,3,0,0,2584,7397,1142,Swisscom_Normal,0,rrc04
10,9352,457,6438,2502,0,1060,117,83,9,638,35,263,248,164,19,5,13,2,101,6,75,102,17,7,1,0,0,0,0,1210,5228,1141,Swisscom_Normal,0,rrc04
11,17049,451,11169,5414,0,2247,109,82,8,5678,55,194,228,238,18,5,15,2,50,9,10,4,0,0,39,2,7,0,0,3970,7199,1057,Swisscom_Normal,0,rrc04
12,12047,677,9046,2402,0,1090,177,80,11,2306,43,169,278,321,18,5,15,2,24,10,0,1,1,0,24,4,9,0,0,1899,7147,1083,Swisscom_Normal,0,rrc04
13,11797,326,8889,2442,0,1373,115,78,9,4455,42,186,307,159,18,4,15,2,19,3,16,4,1,0,9,3,6,0,0,2197,6692,1150,Swisscom_Normal,0,rrc04
14,15787,503,11379,3962,0,3644,140,80,4,3028,42,167,201,245,19,5,15,2,69,43,4,0,2,0,20,6,6,0,0,2139,9240,1141,Swisscom_Normal,0,rrc04
15,15643,343,11060,4008,0,1426,110,114,11,5233,61,203,339,236,18,4,15,2,63,19,5,0,12,5,14,1,3,0,0,2939,8121,1128,Swisscom_Normal,0,rrc04
16,16134,385,12458,2623,0,2355,86,115,7,3120,47,195,908,145,31,5,23,2,147,48,26,1,23,31,17,3,3,1,0,1117,11341,1154,Swisscom_Normal,0,rrc04
17,16089,465,10806,4526,0,2109,108,108,8,7337,53,201,438,319,28,4,9,2,53,26,11,0,0,0,0,0,0,0,0,2339,8467,1088,Swisscom_Normal,0,rrc04
18,12866,378,9285,3143,0,1515,98,89,8,2561,45,193,226,212,18,5,15,2,87,45,12,4,4,0,29,11,6,0,0,1989,7296,1141,Swisscom_Normal,0,rrc04
19,16547,441,12701,3469,0,2135,123,101,8,4864,53,216,107,270,18,5,15,2,15,0,1,0,2,0,15,3,6,0,0,4507,8194,1112,Swisscom_Normal,0,rrc04
20,15437,1100,10544,3501,0,1839,242,79,8,2694,49,241,1126,266,18,5,15,2,197,66,37,24,0,0,41,3,9,0,0,3244,7300,1099,Swisscom_Normal,0,rrc04
21,24283,781,18788,4233,0,3224,169,94,8,7935,66,183,1165,97,31,5,27,2,255,118,41,14,8,6,14,0,2,2,0,3676,15112,1095,Swisscom_Normal,0,rrc04
22,9601,276,5948,3191,0,1184,73,91,8,1354,38,141,294,168,19,4,13,1,31,14,5,8,5,6,2,0,0,0,0,509,5439,1206,Swisscom_Normal,0,rrc04
23,14917,529,10492,3925,0,1651,132,134,9,4855,51,216,241,259,19,5,13,2,61,36,16,1,12,11,1,0,0,0,0,3359,7133,1068,Swisscom_Normal,0,rrc04
24,8410,630,5435,2469,0,735,154,85,11,534,30,216,310,196,17,5,19,2,81,38,14,1,18,8,9,3,3,0,0,1259,4176,1187,Swisscom_Normal,0,rrc04
25,19617,1025,14790,3837,0,2976,253,109,7,4384,48,229,474,516,30,5,28,2,152,82,25,32,45,17,21,3,0,0,4,4655,10135,1049,Swisscom_Normal,0,rrc04
26,9414,439,6369,2058,0,916,112,113,10,566,33,166,671,316,25,5,23,2,43,19,7,5,2,0,36,1,10,0,0,958,5411,1068,Swisscom_Normal,0,rrc04
27,17080,692,12015,4486,0,2166,226,112,8,4952,35,167,290,289,36,5,27,2,169,56,22,6,11,14,2,1,0,0,0,3837,8178,1060,Swisscom_Normal,0,rrc04
28,9386,335,6014,2916,0,864,113,73,11,1680,31,165,278,178,27,5,24,2,111,46,19,1,6,13,10,3,3,0,0,1240,4774,1124,Swisscom_Normal,0,rrc04
29,16556,348,12228,3986,0,1886,118,71,9,6580,58,229,204,138,18,4,13,2,109,90,14,5,5,2,1,0,0,0,0,3825,8403,1064,Swisscom_Normal,0,rrc04
30,10252,391,7490,2302,0,1171,136,88,9,1670,43,159,220,240,17,5,13,2,38,7,13,44,8,8,6,0,0,0,0,991,6499,1159,Swisscom_Normal,0,rrc04
31,13442,257,10669,2471,0,1735,74,74,8,5694,60,199,133,169,18,4,15,2,12,10,19,2,10,0,36,6,6,0,0,2679,7990,1124,Swisscom_Normal,0,rrc04
32,14361,302,10976,2944,0,1309,94,77,11,3556,60,150,243,198,19,5,14,2,78,71,9,49,129,10,137,218,0,0,0,2171,8805,1120,Swisscom_Normal,0,rrc04
33,17856,906,12255,4681,0,1927,224,123,9,6030,72,207,314,606,20,5,15,2,81,43,21,80,29,19,41,3,3,0,0,3408,8847,1076,Swisscom_Normal,0,rrc04
34,13825,1057,10127,2772,0,1265,344,77,11,1554,47,175,189,737,30,6,28,2,122,81,14,1,1,5,7,0,0,0,0,2573,7554,1072,Swisscom_Normal,0,rrc04
0,24423,1404,14366,7121,0,6446,385,315,4,624,19,64,2199,737,36,5,17,2,188,44,84,51,84,4,2,0,2,0,1,3794,10572,1000,Optus_Aus_Normal,0,rrc04
1,24182,3286,17180,3302,0,3085,862,400,8,2049,38,40,2568,1132,21,6,12,2,192,57,38,33,95,5,0,0,0,0,0,6236,10944,1000,Optus_Aus_Normal,0,rrc04
2,22310,1883,15060,4862,0,3183,503,365,7,2190,37,45,1444,944,23,6,12,2,290,69,33,29,100,1,0,0,0,0,0,4780,10280,1007,Optus_Aus_Normal,0,rrc04
