Timestamp,nb_A,nb_W,nb_implicit_W,nb_dup_A,nb_dup_W,nb_A_prefix,nb_W_prefix,max_A_prefix,avg_A_prefix,max_A_AS,avg_A_AS,nb_orign_change,nb_new_A,nb_new_A_afterW,max_path_len,avg_path_len,max_editdist,avg_editdist,editdist_7,editdist_8,editdist_9,editdist_10,editdist_11,editdist_12,editdist_13,editdist_14,editdist_15,editdist_16,editdist_17,nb_tolonger,nb_toshorter,avg_interarrival,Evento,Label,Colector
0,6849,531,4775,1486,6,1382,208,125,5,642,17,23,262,326,22,6,17,2,148,106,11,13,6,0,0,0,0,2,4,2013,2762,1007,CenturyLink_Normal,0,rrc06
1,6488,290,4764,1431,5,1478,91,115,4,1133,15,8,100,193,40,6,19,2,107,31,210,52,2,3,0,0,0,3,0,1931,2833,1035,CenturyLink_Normal,0,rrc06
2,4944,277,3513,1165,19,930,82,116,5,337,13,17,117,149,40,6,38,2,60,38,16,68,5,3,0,2,4,0,0,1492,2021,1045,CenturyLink_Normal,0,rrc06
3,6378,257,4920,1204,14,1122,95,135,6,839,16,29,108,146,19,6,18,2,27,44,33,5,1,6,0,0,1,0,0,1802,3118,1031,CenturyLink_Normal,0,rrc06
4,6825,316,4859,1666,8,1296,105,117,5,1102,18,8,90,210,21,5,17,2,21,93,8,3,3,5,0,0,0,5,1,1538,3321,1038,CenturyLink_Normal,0,rrc06
5,6476,304,4579,1582,14,1204,102,126,5,725,14,12,158,157,21,6,20,2,27,4,154,155,9,6,0,3,1,4,1,1421,3158,1031,CenturyLink_Normal,0,rrc06
6,6312,385,4439,1455,2,1117,111,97,6,706,14,10,161,257,17,5,12,2,50,68,13,15,1,4,0,0,0,0,0,1471,2968,1020,CenturyLink_Normal,0,rrc06
7,7571,347,5972,1213,15,1323,108,116,6,907,15,24,191,195,24,6,15,2,76,77,6,9,4,11,2,1,1,0,0,1914,4058,1027,CenturyLink_Normal,0,rrc06
8,7051,322,5675,989,21,1193,94,110,6,1023,16,16,160,227,24,5,15,2,25,8,2,20,2,4,2,3,1,0,0,1722,3953,1064,CenturyLink_Normal,0,rrc06
9,7384,377,5901,1123,7,1136,126,133,6,1205,16,16,100,260,25,5,14,2,24,73,0,4,2,4,0,2,0,0,0,2061,3840,1017,CenturyLink_Normal,0,rrc06
10,7266,371,5631,1209,12,1348,91,107,5,733,14,27,164,262,24,5,19,2,31,34,12,14,3,10,2,4,1,1,0,1675,3956,1031,CenturyLink_Normal,0,rrc06
11,9280,464,6781,1771,5,1634,169,120,6,884,20,20,466,262,21,5,16,2,66,62,14,14,1,6,0,0,0,2,0,1951,4830,1045,CenturyLink_Normal,0,rrc06
12,7597,483,5697,1469,16,1431,159,117,5,1089,14,45,106,325,17,5,16,2,60,48,15,17,2,7,0,2,0,1,0,1796,3901,1049,CenturyLink_Normal,0,rrc06
13,6346,351,4382,1580,24,1134,97,127,6,674,15,48,185,199,18,5,14,2,19,76,9,16,0,4,3,4,0,0,0,1619,2763,1035,CenturyLink_Normal,0,rrc06
14,4929,231,3510,1012,9,1096,65,120,4,431,15,11,253,154,25,6,20,2,40,99,28,28,11,8,1,0,1,0,1,1464,2046,1031,CenturyLink_Normal,0,rrc06
15,6488,241,4439,1767,9,1529,61,99,4,861,14,5,117,165,24,5,21,2,19,20,4,8,4,0,4,1,0,2,0,1361,3078,1045,CenturyLink_Normal,0,rrc06
16,8919,343,6639,1756,23,2086,133,96,4,2155,18,8,331,193,28,6,26,2,26,34,134,4,4,2,2,2,0,0,0,2424,4215,1038,CenturyLink_Normal,0,rrc06
17,5995,254,4443,1006,6,1103,94,105,5,375,25,3,399,147,17,5,14,2,55,56,58,1,3,3,1,2,0,0,0,1829,2614,1083,CenturyLink_Normal,0,rrc06
18,3963,247,2923,722,10,771,88,95,5,326,17,18,173,145,17,5,13,2,37,10,2,2,3,1,5,0,0,0,0,1064,1859,1060,CenturyLink_Normal,0,rrc06
19,8820,291,6730,1641,14,2434,97,93,4,2210,31,24,251,198,21,5,17,2,8,18,6,0,0,3,4,0,0,1,1,2155,4575,1060,CenturyLink_Normal,0,rrc06
20,6305,614,4535,1251,19,2106,213,86,3,1879,29,9,220,299,27,5,17,2,8,3,4,4,1,0,1,3,0,1,2,1544,2991,1053,CenturyLink_Normal,0,rrc06
21,4971,285,3629,1074,4,1386,91,97,4,423,25,6,110,158,19,5,13,2,42,10,18,1,1,3,4,0,0,0,0,1433,2196,1024,CenturyLink_Normal,0,rrc06
22,4789,276,3329,1117,11,732,70,86,7,434,25,11,147,196,17,5,13,2,65,0,0,0,0,2,1,0,0,0,0,1205,2124,1031,CenturyLink_Normal,0,rrc06
23,7136,183,4918,1669,13,1153,55,82,6,2319,44,14,421,128,16,6,13,2,75,56,38,1,4,4,1,0,0,0,0,1850,3068,1049,CenturyLink_Normal,0,rrc06
24,4938,235,3110,1405,14,937,57,86,5,864,18,13,263,160,18,5,12,2,23,19,2,2,3,2,0,0,0,0,0,1137,1973,1045,CenturyLink_Normal,0,rrc06
25,12171,193,8531,3416,2,3779,65,101,3,5456,27,18,113,111,20,5,15,2,28,76,10,7,10,2,3,1,2,0,0,2639,5892,1049,CenturyLink_Normal,0,rrc06
26,12081,257,8799,2843,9,3815,56,91,3,4841,22,29,269,170,17,5,14,2,57,31,36,6,0,4,0,2,0,0,0,1856,6943,1020,CenturyLink_Normal,0,rrc06
27,6076,296,4194,1611,9,1181,101,83,5,561,13,39,114,157,22,5,19,2,73,31,30,4,0,4,0,0,0,0,1,1535,2659,1042,CenturyLink_Normal,0,rrc06
28,4650,269,3008,1333,4,1210,77,82,4,285,9,29,137,172,24,5,15,2,26,33,8,3,1,5,1,2,1,0,0,1121,1887,1057,CenturyLink_Normal,0,rrc06
29,6054,200,3996,1753,4,1211,66,79,5,514,13,33,173,132,17,5,14,2,9,7,2,0,1,0,1,1,0,0,0,1383,2613,1057,CenturyLink_Normal,0,rrc06
30,7706,247,6164,1139,8,2112,78,75,4,873,13,12,282,121,18,5,16,2,27,72,39,0,8,4,0,3,0,3,0,2054,4110,1079,CenturyLink_Normal,0,rrc06
31,7561,197,6207,1096,14,1412,72,70,5,1262,17,41,153,105,21,6,14,2,37,7,23,81,2,2,0,1,0,0,0,2211,3996,1060,CenturyLink_Normal,0,rrc06
32,7683,298,5988,1216,18,1535,126,77,5,1557,14,14,321,158,22,6,18,2,38,5,9,130,27,7,1,0,0,0,0,2110,3878,1024,CenturyLink_Normal,0,rrc06
33,9873,428,7501,1850,1,1894,170,83,5,1305,22,30,346,176,22,6,17,2,166,26,227,122,7,4,6,7,4,1,1,3256,4245,1024,CenturyLink_Normal,0,rrc06
34,7483,325,5172,1486,4,1682,137,82,4,646,13,38,604,221,21,6,21,2,32,4,2,55,7,8,0,0,0,2,0,1944,3228,1010,CenturyLink_Normal,0,rrc06
35,5451,264,3847,1291,9,1260,81,73,4,330,12,27,132,181,21,5,19,2,23,11,5,4,5,0,0,0,0,0,0,1425,2422,1053,CenturyLink_Normal,0,rrc06
0,6230,214,4225,1254,0,1105,93,349,6,1257,25,447,647,104,23,6,19,2,39,19,19,3,17,8,4,0,0,4,6,1346,2879,1003,Rostelecom_Normal,0,rrc06
1,8175,302,5029,1631,0,1638,170,342,5,1533,29,404,1426,89,26,6,19,3,637,18,13,10,3,3,0,0,0,0,0,2341,2688,1020,Rostelecom_Normal,0,rrc06
2,9199,305,6142,2428,0,1962,191,349,5,1186,27,415,485,144,25,6,18,2,115,62,18,11,26,5,0,0,0,0,0,2018,4124,1003,Rostelecom_Normal,0,rrc06
3,7002,259,5399,1249,0,1541,138,344,5,1061,23,374,210,144,25,6,21,2,22,55,6,25,4,6,1,1,0,1,0,1745,3654,1003,Rostelecom_Normal,0,rrc06
4,3799,99,2487,1065,0,722,62,343,5,297,16,418,225,22,24,6,21,2,13,5,11,9,3,4,0,0,0,0,0,764,1723,1017,Rostelecom_Normal,0,rrc06
5,5500,237,3911,1291,0,1306,96,339,4,406,14,472,206,92,23,6,14,2,70,17,20,13,8,0,0,2,0,0,0,1221,2690,1000,Rostelecom_Normal,0,rrc06
6,5785,356,4006,1422,0,1027,165,344,6,762,18,461,165,192,23,6,12,2,39,8,12,0,5,1,0,0,0,0,0,1254,2752,1000,Rostelecom_Normal,0,rrc06
7,5619,334,3871,1127,0,1043,175,333,5,605,16,399,446,175,29,6,21,2,115,101,23,15,21,15,10,3,2,0,2,1343,2528,1007,Rostelecom_Normal,0,rrc06
8,5326,316,3538,1206,0,1118,175,339,5,505,15,406,451,131,23,6,27,2,118,10,41,4,10,14,8,2,0,3,3,1170,2368,1007,Rostelecom_Normal,0,rrc06
9,4154,311,2834,987,0,656,130,336,6,455,20,388,173,160,37,6,13,2,15,7,7,4,17,7,16,0,0,0,0,959,1875,1010,Rostelecom_Normal,0,rrc06
10,3567,112,2492,874,0,543,56,345,7,336,19,388,156,45,40,6,28,2,21,20,27,37,19,4,5,2,0,2,0,755,1737,1010,Rostelecom_Normal,0,rrc06
11,5071,148,3182,1515,0,1019,89,340,5,671,22,398,290,84,30,6,28,2,6,27,19,143,9,8,3,1,0,0,2,983,2199,1014,Rostelecom_Normal,0,rrc06
12,6710,323,4536,1765,0,1919,150,335,3,257,15,412,265,144,32,6,30,2,52,17,21,37,12,0,0,0,0,0,0,1240,3296,1010,Rostelecom_Normal,0,rrc06
13,6307,268,4576,1198,0,1806,166,338,3,600,15,407,385,148,33,6,17,2,14,6,7,6,8,11,3,0,3,0,1,1760,2816,1007,Rostelecom_Normal,0,rrc06
14,6701,213,4364,1981,0,1175,104,342,6,650,21,395,287,69,36,6,16,2,17,5,6,1,19,3,1,1,0,11,0,1495,2869,1017,Rostelecom_Normal,0,rrc06
15,5483,245,3892,1287,0,808,117,356,7,774,25,417,178,126,30,6,26,2,20,4,8,5,10,5,2,1,0,0,0,1412,2480,1007,Rostelecom_Normal,0,rrc06
16,7114,161,5282,1537,0,1931,87,336,4,585,14,422,222,73,26,6,14,2,88,11,12,4,12,4,9,3,0,0,0,2270,3012,1007,Rostelecom_Normal,0,rrc06
17,4273,217,3033,850,0,1093,95,349,4,234,14,440,315,75,25,6,20,2,35,15,7,3,5,3,10,0,0,6,0,876,2157,1003,Rostelecom_Normal,0,rrc06
18,3823,203,2674,807,0,773,86,359,5,208,18,385,236,106,26,6,19,2,44,8,3,2,21,8,12,0,0,2,2,759,1915,1014,Rostelecom_Normal,0,rrc06
19,4450,141,3049,1091,0,899,62,358,5,397,19,397,214,96,25,6,20,2,30,20,12,11,17,6,3,0,0,0,0,1138,1911,1014,Rostelecom_Normal,0,rrc06
20,4719,209,3158,1140,0,903,95,353,5,605,21,437,351,70,19,5,12,2,29,19,9,0,6,2,0,0,0,0,0,1032,2126,1007,Rostelecom_Normal,0,rrc06
21,6266,481,4559,1151,0,945,200,353,7,1089,27,485,289,267,24,6,19,2,21,15,12,1,8,1,6,3,0,0,0,1703,2856,1007,Rostelecom_Normal,0,rrc06
22,5289,283,3771,1038,0,859,148,360,6,705,22,510,359,121,26,6,20,2,30,8,12,4,7,4,0,1,1,0,0,1348,2423,1014,Rostelecom_Normal,0,rrc06
23,12807,365,8506,3240,0,3602,186,356,4,5919,36,496,904,157,19,5,13,2,42,14,19,6,40,20,16,0,0,0,0,2866,5640,1020,Rostelecom_Normal,0,rrc06
24,6799,331,4817,1215,0,1749,121,353,4,565,15,439,535,232,41,6,15,2,230,18,14,1,44,49,14,0,8,0,0,2391,2426,1024,Rostelecom_Normal,0,rrc06
25,5438,250,3934,1097,0,1289,96,353,4,423,16,441,323,84,39,6,38,3,64,20,16,9,7,1,0,1,3,0,0,1194,2740,1003,Rostelecom_Normal,0,rrc06
26,4618,412,3249,940,0,874,176,359,5,351,20,404,269,160,19,6,16,2,153,10,4,12,59,3,0,0,0,13,0,1148,2101,1010,Rostelecom_Normal,0,rrc06
27,6425,234,4831,1275,0,1223,80,364,5,657,29,474,217,102,20,6,14,3,32,311,8,6,8,11,15,5,0,0,0,1103,3728,1007,Rostelecom_Normal,0,rrc06
28,4078,246,2844,938,0,650,71,357,6,438,18,425,170,126,18,6,26,2,22,18,8,2,4,2,0,0,0,0,0,975,1869,1014,Rostelecom_Normal,0,rrc06
29,5368,242,3849,1081,0,1405,88,362,4,423,21,443,337,101,19,6,13,2,28,7,8,6,6,4,3,0,0,0,0,1640,2209,1007,Rostelecom_Normal,0,rrc06
30,7529,557,5201,1706,0,1800,201,363,4,1112,26,422,422,200,24,6,21,2,21,133,21,1,8,5,2,0,0,0,6,1439,3762,1000,Rostelecom_Normal,0,rrc06
31,5770,361,3959,1358,0,917,132,360,6,644,23,437,273,180,24,6,14,2,21,259,79,2,5,16,0,1,0,0,0,1757,2202,1017,Rostelecom_Normal,0,rrc06
32,8611,275,5798,2434,0,960,121,362,9,1995,36,426,235,144,27,7,23,3,9,744,284,2,7,6,1,1,0,0,0,2140,3658,1003,Rostelecom_Normal,0,rrc06
33,7818,215,5379,2067,0,984,75,368,8,1073,32,436,244,128,32,7,27,3,28,718,229,4,3,0,1,0,1,5,4,2024,3355,1000,Rostelecom_Normal,0,rrc06
34,7366,345,5063,1941,0,1027,122,366,7,739,30,402,165,197,18,6,12,3,27,542,93,17,6,4,0,0,0,0,0,1792,3271,1003,Rostelecom_Normal,0,rrc06
35,4529,285,2945,1226,0,682,103,363,7,380,22,474,201,157,25,6,20,2,63,56,34,11,5,0,2,1,1,0,0,1084,1861,1007,Rostelecom_Normal,0,rrc06
0,3315,540,2282,465,0,541,98,90,6,529,16,37,127,441,18,5,12,2,6,2,10,4,1,1,0,0,0,0,0,909,1373,1053,Amazon_MEW_Normal,0,rrc06
1,5129,907,3437,681,0,1003,159,91,5,832,16,64,292,719,20,5,17,2,34,10,0,3,1,6,1,1,0,0,1,1090,2347,1068,Amazon_MEW_Normal,0,rrc06
2,4498,668,3101,632,0,817,94,105,6,739,22,47,183,582,15,5,13,2,44,54,34,4,1,3,1,0,0,0,0,1082,2019,1083,Amazon_MEW_Normal,0,rrc06
3,7218,992,4903,1149,0,850,232,94,8,2085,29,70,273,893,15,6,11,2,61,47,55,21,1,0,0,0,0,0,0,1713,3190,1046,Amazon_MEW_Normal,0,rrc06
4,5023,833,3691,365,0,729,124,91,7,908,20,88,270,697,18,5,15,2,11,33,18,6,1,0,1,0,1,0,0,1398,2293,1057,Amazon_MEW_Normal,0,rrc06
5,4100,807,2810,420,0,530,123,101,8,942,24,79,165,705,23,5,11,2,11,43,10,2,1,0,0,0,0,0,0,1144,1666,1060,Amazon_MEW_Normal,0,rrc06
6,3576,728,2248,515,0,381,91,102,9,847,23,52,160,653,34,5,31,2,26,9,11,12,0,0,0,0,0,0,0,888,1360,1042,Amazon_MEW_Normal,0,rrc06
7,3240,610,2170,398,0,421,117,95,8,585,19,50,178,494,22,5,13,2,29,23,8,10,3,1,4,0,0,0,0,839,1331,1076,Amazon_MEW_Normal,0,rrc06
8,3502,698,2437,337,0,532,125,102,7,665,20,26,226,502,16,5,10,2,17,14,5,3,0,0,0,0,0,0,0,1024,1413,1049,Amazon_MEW_Normal,0,rrc06
9,4061,789,2905,355,0,514,146,125,8,871,27,24,209,592,17,5,13,2,107,18,38,28,13,1,2,0,0,0,0,1166,1739,1060,Amazon_MEW_Normal,0,rrc06
10,3961,581,2586,595,0,701,112,83,6,605,19,41,321,459,13,5,12,2,29,15,5,4,8,7,0,0,0,0,0,906,1680,1053,Amazon_MEW_Normal,0,rrc06
11,3138,857,2078,250,0,430,149,85,7,800,18,46,176,634,65,5,63,2,20,2,8,7,0,0,0,0,0,0,0,970,1108,1112,Amazon_MEW_Normal,0,rrc06
12,3560,669,2415,283,0,549,168,90,6,552,21,31,370,492,19,5,13,2,12,6,4,2,1,0,1,0,0,0,0,933,1482,1053,Amazon_MEW_Normal,0,rrc06
13,5872,818,4143,851,0,1087,173,102,5,791,21,40,240,638,22,5,16,2,28,17,5,4,1,2,0,0,0,1,0,1238,2905,1053,Amazon_MEW_Normal,0,rrc06
14,3316,747,1991,400,0,455,101,76,7,821,19,71,311,614,18,5,16,2,13,8,1,5,1,1,1,1,2,1,0,738,1253,1045,Amazon_MEW_Normal,0,rrc06
15,4890,863,3270,729,0,577,120,98,8,993,25,49,205,686,27,5,14,2,107,11,10,2,1,0,0,2,0,0,0,1313,1957,1014,Amazon_MEW_Normal,0,rrc06
16,3747,758,2550,356,0,633,118,113,6,840,20,43,234,607,21,5,11,2,50,18,6,10,3,0,0,0,0,0,0,849,1701,1053,Amazon_MEW_Normal,0,rrc06
17,5108,924,3570,551,0,794,186,80,6,881,27,20,313,674,21,6,11,2,120,53,1,3,2,0,0,0,0,0,0,1417,2153,1072,Amazon_MEW_Normal,0,rrc06
18,4473,740,2734,840,0,675,134,89,7,1194,27,28,308,591,21,6,16,2,110,42,8,10,12,2,0,0,0,2,0,1197,1537,1079,Amazon_MEW_Normal,0,rrc06
19,4744,933,3370,523,0,653,192,77,7,812,25,54,199,652,21,6,17,2,75,168,2,4,13,3,5,7,0,0,4,1436,1934,1053,Amazon_MEW_Normal,0,rrc06
20,3227,659,2021,380,0,585,123,77,6,582,17,47,323,503,25,5,22,2,15,7,2,2,1,1,0,0,0,0,0,771,1250,1128,Amazon_MEW_Normal,0,rrc06
21,5933,799,4207,813,0,814,187,70,7,2075,36,48,264,649,22,5,8,2,11,6,0,0,0,0,0,0,0,0,0,1723,2484,1072,Amazon_MEW_Normal,0,rrc06
22,4703,1031,3239,524,0,657,183,67,7,1076,28,43,190,750,25,5,23,2,17,15,43,11,1,0,0,0,0,0,0,1195,2044,1112,Amazon_MEW_Normal,0,rrc06
23,5103,860,3776,403,0,838,216,77,6,698,24,54,255,669,19,5,16,2,8,0,3,12,5,0,1,0,0,1,0,1404,2372,1042,Amazon_MEW_Normal,0,rrc06
24,5807,826,4043,416,0,1482,155,92,4,876,18,44,671,677,23,5,16,2,8,2,3,3,8,14,6,0,1,9,0,1160,2883,1045,Amazon_MEW_Normal,0,rrc06
25,4335,853,2950,546,0,945,181,96,5,731,18,34,201,638,25,5,23,2,23,14,14,11,11,0,18,4,3,1,0,1077,1873,1080,Amazon_MEW_Normal,0,rrc06
26,3514,652,2387,328,0,555,121,103,6,658,20,32,309,490,24,6,14,2,18,19,51,10,9,10,8,8,0,0,0,1029,1358,1095,Amazon_MEW_Normal,0,rrc06
27,3631,741,2551,301,0,507,110,80,7,840,14,31,161,618,21,5,16,2,28,2,15,15,8,2,10,5,1,1,0,882,1669,1091,Amazon_MEW_Normal,0,rrc06
28,5538,871,3617,819,0,936,179,81,6,752,19,53,376,726,22,5,14,2,22,35,5,3,2,2,3,2,0,0,0,1274,2343,1057,Amazon_MEW_Normal,0,rrc06
29,3478,893,2337,293,0,463,168,81,8,769,21,41,201,647,22,5,18,2,8,12,1,7,1,1,2,0,0,0,0,926,1411,1076,Amazon_MEW_Normal,0,rrc06
30,3763,810,2449,426,0,564,191,84,7,680,20,28,239,649,22,6,14,2,20,24,4,5,20,12,43,1,0,0,0,1095,1354,1103,Amazon_MEW_Normal,0,rrc06
31,4838,848,3550,429,0,719,197,91,7,671,21,48,233,626,21,5,19,2,30,10,12,5,5,7,2,0,0,0,4,1517,2033,1053,Amazon_MEW_Normal,0,rrc06
32,5986,788,3792,878,0,818,182,92,7,681,27,48,690,626,19,6,15,2,46,6,81,59,24,10,17,6,1,0,0,1677,2115,1068,Amazon_MEW_Normal,0,rrc06
33,6612,877,4639,767,0,1194,153,71,6,867,29,45,438,768,23,6,16,2,11,10,27,11,78,0,1,0,2,1,0,1380,3259,1091,Amazon_MEW_Normal,0,rrc06
34,4775,516,3922,343,0,1509,150,78,3,352,16,100,212,298,17,5,10,1,13,8,0,3,0,0,0,0,0,0,0,647,3275,1141,Amazon_MEW_Normal,0,rrc06
35,5393,589,3947,279,0,901,141,91,6,1818,30,81,695,472,16,5,14,2,24,11,2,1,0,1,0,2,0,0,0,1211,2736,1083,Amazon_MEW_Normal,0,rrc06
0,5930,229,3521,2274,0,2217,124,93,3,1511,32,131,67,68,19,5,14,2,48,4,0,13,13,0,2,3,0,0,0,1028,2493,1060,Swisscom_Normal,0,rrc06
1,12172,563,9755,2137,0,3124,225,87,4,4084,61,110,163,117,17,5,14,2,38,20,31,11,4,0,1,11,0,0,0,3306,6449,1031,Swisscom_Normal,0,rrc06
2,5027,430,3650,960,0,714,162,120,7,917,29,180,306,111,17,5,14,2,78,10,1,0,0,0,6,6,0,0,0,1548,2102,1014,Swisscom_Normal,0,rrc06
3,11363,356,9674,1344,0,1273,143,130,9,5952,62,140,227,118,17,5,14,2,24,19,8,18,0,0,3,18,0,0,0,4454,5220,1007,Swisscom_Normal,0,rrc06
4,6294,272,5020,855,0,2975,105,117,2,1176,35,163,298,121,23,6,11,2,10,11,9,7,2,0,0,0,0,0,0,1086,3934,1027,Swisscom_Normal,0,rrc06
5,14860,286,12426,1606,0,1880,128,125,8,9369,69,124,634,194,16,4,12,2,61,9,6,0,1,7,0,0,0,0,0,5610,6816,1014,Swisscom_Normal,0,rrc06
6,5906,690,3225,2209,0,1231,223,117,5,1705,29,136,266,206,19,5,12,2,48,9,1,1,0,2,0,0,0,0,0,1499,1726,1027,Swisscom_Normal,0,rrc06
7,9708,177,8012,1438,0,1111,44,114,9,6122,58,165,129,129,29,5,24,2,7,8,8,2,1,8,0,0,0,0,0,3648,4364,1035,Swisscom_Normal,0,rrc06
8,4245,288,2649,1034,0,841,140,117,5,345,24,193,386,176,21,5,16,2,7,15,16,4,2,2,4,1,0,1,0,915,1734,1031,Swisscom_Normal,0,rrc06
9,8250,181,6426,1550,0,1690,63,129,5,3197,43,146,190,84,19,5,14,2,97,5,63,88,0,14,6,3,0,0,0,2452,3974,1035,Swisscom_Normal,0,rrc06
10,4378,208,3526,636,0,509,98,124,9,571,28,186,129,87,20,6,13,2,4,8,9,0,4,16,1,0,0,0,0,1383,2143,1042,Swisscom_Normal,0,rrc06
11,12232,235,10345,1686,0,2411,87,104,5,7641,62,127,111,90,17,5,14,2,8,15,3,0,0,0,0,12,0,0,0,5349,4996,1020,Swisscom_Normal,0,rrc06
12,5133,290,3954,861,0,921,134,122,6,1340,27,154,151,167,19,6,17,2,32,15,4,1,0,2,4,11,2,0,1,1507,2447,1017,Swisscom_Normal,0,rrc06
13,8539,195,7183,1133,0,1086,77,90,8,4742,55,130,157,66,17,5,17,2,10,0,5,1,1,0,9,3,0,0,1,3449,3734,1049,Swisscom_Normal,0,rrc06
14,4040,282,3108,692,0,735,109,111,5,887,24,154,99,141,19,5,14,2,47,13,1,0,0,4,6,12,0,0,0,1420,1688,1038,Swisscom_Normal,0,rrc06
15,8279,186,6620,1346,0,1092,84,103,8,4187,53,115,179,134,19,5,14,2,88,18,7,4,14,5,1,6,0,0,0,2916,3704,1035,Swisscom_Normal,0,rrc06
16,4338,214,3087,669,0,835,81,105,5,694,28,117,494,88,33,5,23,2,114,20,8,5,4,11,11,5,0,0,2,1157,1930,1038,Swisscom_Normal,0,rrc06
17,7556,201,5765,1474,0,1316,70,109,6,4082,41,149,189,128,31,5,14,2,22,35,11,2,0,1,0,2,0,0,0,2429,3336,1045,Swisscom_Normal,0,rrc06
18,3924,173,2819,907,0,722,64,94,5,977,28,139,107,91,17,5,14,2,65,11,3,1,0,0,11,13,0,0,0,1268,1551,1072,Swisscom_Normal,0,rrc06
19,7060,247,5146,1691,0,1157,82,92,6,3298,46,126,58,165,17,5,14,2,8,1,5,1,0,0,0,12,0,0,0,2320,2826,1027,Swisscom_Normal,0,rrc06
20,7657,515,5028,2091,0,1089,169,94,7,2930,50,149,465,73,17,5,14,2,51,90,6,2,1,0,12,12,0,0,0,2243,2785,1087,Swisscom_Normal,0,rrc06
21,9421,437,6735,1950,0,1611,142,83,6,3696,46,132,647,89,17,5,12,2,155,33,25,2,0,2,0,0,0,0,0,2923,3812,1027,Swisscom_Normal,0,rrc06
22,3700,146,2305,1147,0,803,52,116,5,506,21,123,152,96,23,5,24,2,20,2,9,6,2,6,2,1,0,1,0,948,1357,1091,Swisscom_Normal,0,rrc06
23,8608,271,7138,1229,0,1323,91,90,7,4650,46,122,112,129,17,5,13,2,35,6,8,22,10,1,1,0,0,0,0,3299,3839,1035,Swisscom_Normal,0,rrc06
24,3303,323,2403,634,0,516,111,106,6,235,18,144,172,94,19,6,17,2,33,17,10,12,15,1,7,5,0,0,4,1079,1324,1076,Swisscom_Normal,0,rrc06
25,11702,275,9100,1695,0,1976,105,81,6,4256,40,168,783,124,30,5,28,2,101,72,92,81,10,5,6,13,0,0,1,4068,5032,1010,Swisscom_Normal,0,rrc06
26,4644,159,3299,861,0,832,57,108,6,496,23,198,382,102,21,5,14,2,82,56,25,6,2,1,12,12,0,0,0,1262,2037,1035,Swisscom_Normal,0,rrc06
27,9863,448,7161,1744,0,2435,167,102,4,3234,23,129,856,102,23,6,14,2,155,17,10,21,5,8,1,1,0,0,0,3348,3813,1020,Swisscom_Normal,0,rrc06
28,3240,185,2459,548,0,556,71,111,6,613,18,192,120,113,30,6,23,2,91,19,4,5,3,4,12,4,0,0,2,1031,1428,1045,Swisscom_Normal,0,rrc06
29,8153,200,6915,1005,0,1111,66,101,7,4174,48,155,128,105,24,5,17,2,108,18,2,1,6,6,1,4,0,1,1,2996,3919,1042,Swisscom_Normal,0,rrc06
30,3677,235,2680,724,0,543,123,125,7,885,26,148,112,161,24,6,14,2,38,18,4,40,2,4,0,8,0,0,0,1089,1591,1031,Swisscom_Normal,0,rrc06
31,6944,164,5449,1295,0,1022,58,102,7,3998,50,139,76,124,17,5,14,2,46,13,0,0,0,2,3,9,0,0,0,2383,3066,1045,Swisscom_Normal,0,rrc06
32,5545,160,4361,998,0,446,49,108,12,2475,40,135,69,117,18,5,14,2,173,26,5,2,2,24,27,7,0,0,0,1823,2538,1031,Swisscom_Normal,0,rrc06
33,10354,328,8070,1775,0,1691,153,102,6,3946,55,123,295,214,19,5,14,2,64,23,14,84,34,35,9,12,0,0,0,3373,4697,1035,Swisscom_Normal,0,rrc06
34,7802,402,5655,1783,0,1578,201,110,5,821,31,142,119,245,30,6,28,2,88,34,23,67,30,18,0,1,0,0,2,2406,3249,1031,Swisscom_Normal,0,rrc06
0,28938,1446,17642,8215,0,5103,519,450,6,1014,31,48,2078,1003,20,6,17,2,81,68,68,138,55,11,5,1,1,0,1,3189,14453,1000,Optus_Aus_Normal,0,rrc06
1,34724,2353,19838,10672,0,4043,725,361,9,1821,53,66,3296,918,22,6,13,2,145,89,51,96,36,4,5,0,0,0,0,5854,13984,1000,Optus_Aus_Normal,0,rrc06
2,27410,2069,16644,8284,0,2162,568,337,13,2936,59,55,1584,898,23,6,12,2,106,115,43,95,57,10,0,0,0,0,0,4047,12597,1000,Optus_Aus_Normal,0,rrc06
3,25351,1418,14835,8775,0,4379,367,289,6,1734,35,30,758,983,23,6,15,2,60,62,34,61,30,10,2,0,3,0,0,4372,10463,1000,Optus_Aus_Normal,0,rrc06
4,28359,1024,15044,11981,0,3045,439,418,9,2040,38,93,846,488,22,6,14,2,255,27,11,42,40,4,0,1,0,0,0,4141,10903,1000,Optus_Aus_Normal,0,rrc06
5,23989,1225,14752,7684,0,2552,499,442,9,5589,35,23,749,804,22,6,12,2,73,78,33,118,52,71,0,0,0,0,0,3780,10972,1000,Optus_Aus_Normal,0,rrc06
6,17550,1164,11238,4806,0,1521,371,379,12,747,43,56,1106,400,23,6,17,2,41,33,20,76,28,6,0,1,1,0,2,2884,8354,1000,Optus_Aus_Normal,0,rrc06
7,25824,1895,14738,8534,0,2884,580,464,9,2530,58,69,1944,608,35,6,23,2,209,164,27,127,33,12,1,9,4,1,0,3873,10865,1000,Optus_Aus_Normal,0,rrc06
