Timestamp,nb_A,nb_W,nb_implicit_W,nb_dup_A,nb_dup_W,nb_A_prefix,nb_W_prefix,max_A_prefix,avg_A_prefix,max_A_AS,avg_A_AS,nb_orign_change,nb_new_A,nb_new_A_afterW,max_path_len,avg_path_len,max_editdist,avg_editdist,editdist_7,editdist_8,editdist_9,editdist_10,editdist_11,editdist_12,editdist_13,editdist_14,editdist_15,editdist_16,editdist_17,nb_tolonger,nb_toshorter,avg_interarrival,Evento,Label,Colector
21,5067,285,2068,2650,0,1521,119,112,3,880,14,14,219,130,20,4,16,2,17,6,4,4,13,5,7,0,0,4,0,665,1403,1010,Rogers_Canada_Normal,0,rrc06
22,5185,262,2830,2052,0,950,121,131,5,1173,20,9,197,106,17,5,12,2,18,37,5,7,5,1,0,0,0,0,0,1045,1785,1014,Rogers_Canada_Normal,0,rrc06
23,5481,237,2527,2662,0,1190,109,129,5,1319,26,16,149,143,16,4,12,2,8,12,6,1,5,1,0,0,0,0,0,707,1820,1014,Rogers_Canada_Normal,0,rrc06
24,5569,234,2754,2295,0,775,156,128,7,1146,23,6,431,89,16,5,15,2,19,14,31,6,26,3,3,0,1,0,0,992,1762,1007,Rogers_Canada_Normal,0,rrc06
25,4566,313,2125,2176,0,836,174,129,5,1155,19,5,164,101,19,5,17,2,35,14,10,8,7,2,0,0,3,0,3,810,1315,1010,Rogers_Canada_Normal,0,rrc06
26,4873,186,2320,2213,0,762,108,132,6,1188,24,4,252,88,15,5,14,2,30,14,2,4,3,0,1,1,0,0,0,847,1473,1014,Rogers_Canada_Normal,0,rrc06
27,4990,402,2315,2064,0,583,147,128,9,1152,27,26,322,289,16,5,12,2,17,23,27,13,0,1,0,0,0,0,0,800,1515,1024,Rogers_Canada_Normal,0,rrc06
28,4824,388,2151,2212,0,669,135,130,7,1170,22,18,254,207,26,5,14,2,15,15,7,2,5,1,0,1,0,0,0,898,1253,1024,Rogers_Canada_Normal,0,rrc06
29,5296,413,2518,2119,0,1191,203,126,4,792,18,42,505,154,19,6,17,3,20,45,30,11,5,2,224,35,8,0,1,882,1636,1020,Rogers_Canada_Normal,0,rrc06
30,3644,267,1897,1451,0,609,130,115,6,742,15,38,207,89,18,5,13,2,16,5,4,1,1,1,1,0,0,0,0,756,1141,1017,Rogers_Canada_Normal,0,rrc06
31,5458,402,2664,1920,0,1352,164,130,4,846,17,5,712,162,16,5,13,2,7,3,4,32,4,1,6,0,0,0,0,1106,1558,1003,Rogers_Canada_Normal,0,rrc06
32,4267,247,2157,1732,0,751,109,130,6,793,18,7,271,107,15,5,13,2,13,5,11,0,1,1,1,0,0,0,0,828,1329,1007,Rogers_Canada_Normal,0,rrc06
33,4504,224,2181,1877,0,1079,92,131,4,1009,18,10,340,106,17,5,14,2,109,5,6,0,13,7,0,1,0,0,0,938,1243,1017,Rogers_Canada_Normal,0,rrc06
34,10139,792,4406,2844,0,2826,303,128,4,1713,29,34,2745,144,16,5,14,2,48,22,6,2,3,1,4,2,0,0,0,1401,3005,1007,Rogers_Canada_Normal,0,rrc06
35,7543,318,3061,3139,0,2237,139,130,3,1690,27,24,1188,155,17,5,14,2,17,22,3,7,14,1,1,1,0,0,0,1236,1825,1007,Rogers_Canada_Normal,0,rrc06
0,1038,88,802,102,0,306,62,57,3,179,10,9,77,57,19,5,8,2,4,7,0,0,0,0,0,0,0,0,0,286,516,1526,Bitcoin_AS32653_Normal,0,rrc06
1,1204,110,875,223,0,357,96,93,3,151,12,15,83,23,15,6,8,2,33,7,0,0,0,0,0,0,0,0,0,332,543,1526,Bitcoin_AS32653_Normal,0,rrc06
2,768,56,658,40,0,227,47,90,3,90,7,8,48,22,14,5,12,2,9,7,1,0,0,1,0,0,0,0,0,224,434,1550,Bitcoin_AS32653_Normal,0,rrc06
3,786,67,581,78,0,268,46,88,3,88,8,12,84,43,16,5,14,2,4,1,0,0,0,5,5,1,0,0,0,211,370,1541,Bitcoin_AS32653_Normal,0,rrc06
4,790,70,619,72,0,182,59,68,4,68,9,17,68,31,20,5,12,2,5,5,0,0,0,1,0,0,0,0,0,247,372,1323,Bitcoin_AS32653_Normal,0,rrc06
5,677,47,516,81,0,237,37,90,3,90,9,10,58,22,13,5,6,2,0,0,0,0,0,0,0,0,0,0,0,199,317,1759,Bitcoin_AS32653_Normal,0,rrc06
6,1170,88,989,55,0,379,77,80,3,131,11,18,103,23,19,6,11,2,15,1,1,0,2,0,0,0,0,0,0,391,598,1447,Bitcoin_AS32653_Normal,0,rrc06
7,1056,79,830,78,0,346,58,72,3,90,10,24,98,50,26,6,24,2,12,6,0,12,12,0,0,1,0,0,0,282,548,1568,Bitcoin_AS32653_Normal,0,rrc06
8,971,96,784,92,0,308,86,73,3,114,9,7,51,44,15,5,15,2,3,0,3,0,0,0,0,0,3,0,0,279,505,1503,Bitcoin_AS32653_Normal,0,rrc06
9,929,125,696,65,0,308,93,76,3,76,9,12,88,80,14,6,11,2,11,5,5,0,2,0,0,0,0,0,0,278,418,1451,Bitcoin_AS32653_Normal,0,rrc06
10,716,90,515,85,0,215,65,66,3,66,8,16,64,52,16,5,12,2,7,0,0,2,2,2,0,0,0,0,0,196,319,1495,Bitcoin_AS32653_Normal,0,rrc06
11,787,83,644,61,0,234,66,70,3,70,9,16,22,60,19,5,8,2,22,1,0,0,0,0,0,0,0,0,0,204,440,1585,Bitcoin_AS32653_Normal,0,rrc06
12,846,58,693,53,0,215,47,64,4,67,8,13,62,38,13,5,8,2,11,1,0,0,0,0,0,0,0,0,0,275,418,1424,Bitcoin_AS32653_Normal,0,rrc06
13,1742,153,1486,120,0,599,115,78,3,168,12,7,75,61,19,6,12,2,9,2,0,0,0,3,0,0,0,0,0,377,1109,1321,Bitcoin_AS32653_Normal,0,rrc06
14,721,103,571,90,0,221,94,89,3,89,8,6,33,27,20,6,17,2,4,2,0,1,2,0,1,0,0,0,2,247,324,1625,Bitcoin_AS32653_Normal,0,rrc06
15,1035,63,735,125,0,369,49,104,3,104,9,8,129,46,13,5,10,2,1,0,0,3,0,0,0,0,0,0,0,273,462,1620,Bitcoin_AS32653_Normal,0,rrc06
16,683,111,531,60,0,199,92,90,3,90,8,9,56,36,19,5,18,2,15,1,0,0,0,0,0,0,0,0,0,183,348,1557,Bitcoin_AS32653_Normal,0,rrc06
17,1005,62,900,28,0,260,47,68,4,121,10,7,36,41,14,6,8,2,5,1,0,0,0,0,0,0,0,0,0,291,609,1451,Bitcoin_AS32653_Normal,0,rrc06
18,862,78,673,46,0,323,49,88,3,88,9,7,96,47,16,6,12,2,34,1,0,0,0,3,0,0,0,0,0,209,464,1565,Bitcoin_AS32653_Normal,0,rrc06
19,897,86,654,69,0,330,77,74,3,101,10,5,144,30,20,5,16,2,9,1,0,0,0,0,0,0,0,1,0,239,415,1549,Bitcoin_AS32653_Normal,0,rrc06
20,974,71,808,79,0,257,56,100,4,100,9,8,50,37,15,6,9,2,0,1,34,0,0,0,0,0,0,0,0,275,533,1473,Bitcoin_AS32653_Normal,0,rrc06
21,903,87,689,125,0,228,66,93,4,93,11,11,43,46,16,5,7,2,2,0,0,0,0,0,0,0,0,0,0,236,453,1399,Bitcoin_AS32653_Normal,0,rrc06
22,1012,66,831,81,0,272,48,102,4,161,10,8,64,36,19,5,7,2,1,0,0,0,0,0,0,0,0,0,0,272,559,1585,Bitcoin_AS32653_Normal,0,rrc06
23,1173,62,896,126,0,406,44,112,3,182,14,8,108,43,13,5,8,2,24,2,0,0,0,0,0,0,0,0,0,282,614,1644,Bitcoin_AS32653_Normal,0,rrc06
24,1176,124,986,55,0,247,102,92,5,263,12,7,70,65,27,6,24,2,18,8,2,0,2,0,2,0,0,0,0,318,668,1447,Bitcoin_AS32653_Normal,0,rrc06
25,1076,96,871,71,0,288,78,92,4,114,10,8,79,55,13,6,12,2,7,4,0,0,0,2,0,0,0,0,0,329,542,1518,Bitcoin_AS32653_Normal,0,rrc06
26,849,52,703,48,0,198,39,73,4,147,10,7,58,40,19,5,10,2,1,1,5,4,0,0,0,0,0,0,0,254,449,1451,Bitcoin_AS32653_Normal,0,rrc06
27,845,85,659,92,0,249,68,76,3,76,8,24,37,57,16,5,13,2,4,2,1,0,3,0,2,0,0,0,0,238,421,1580,Bitcoin_AS32653_Normal,0,rrc06
28,557,67,462,28,0,145,52,84,4,84,7,12,33,34,19,6,13,2,0,0,0,0,3,0,2,0,0,0,0,175,287,1590,Bitcoin_AS32653_Normal,0,rrc06
29,868,68,684,91,0,249,58,86,3,86,10,14,49,44,14,6,13,2,2,0,0,0,3,0,2,0,0,0,0,243,441,1541,Bitcoin_AS32653_Normal,0,rrc06
30,793,67,646,47,0,194,53,72,4,79,10,5,59,41,13,6,9,2,12,0,3,0,0,0,0,0,0,0,0,249,397,1428,Bitcoin_AS32653_Normal,0,rrc06
31,667,60,541,52,0,194,47,90,3,90,7,4,50,24,17,6,7,2,8,0,0,0,0,0,0,0,0,0,0,207,334,1817,Bitcoin_AS32653_Normal,0,rrc06
32,661,56,525,62,0,172,39,84,4,84,7,15,43,31,17,5,13,2,4,2,0,0,1,0,1,0,0,0,0,212,313,1444,Bitcoin_AS32653_Normal,0,rrc06
33,990,96,875,22,0,259,68,81,4,129,11,8,53,40,16,6,7,2,4,0,0,0,0,0,0,0,0,0,0,329,546,1488,Bitcoin_AS32653_Normal,0,rrc06
34,1028,168,673,63,0,364,144,94,3,160,11,8,172,120,16,5,13,2,4,4,0,0,1,1,1,0,0,0,0,250,423,1373,Bitcoin_AS32653_Normal,0,rrc06
0,4529,289,3324,532,0,754,135,49,6,874,20,130,446,227,18,6,12,2,17,6,4,3,3,2,0,0,0,0,0,1493,1831,1128,Google_MainOne_Normal,0,rrc06
1,3247,196,2578,382,0,584,53,52,6,221,16,61,145,142,18,6,9,2,14,9,3,0,0,0,0,0,0,0,0,1121,1457,1124,Google_MainOne_Normal,0,rrc06
2,3461,226,2848,288,0,709,95,45,5,222,17,22,200,125,15,5,9,2,16,11,7,0,0,0,0,0,0,0,0,1200,1648,1206,Google_MainOne_Normal,0,rrc06
3,3553,201,2939,338,0,622,54,46,6,329,18,51,120,156,18,5,12,2,23,3,6,3,0,1,0,0,0,0,0,1197,1742,1128,Google_MainOne_Normal,0,rrc06
4,2672,209,2035,427,0,592,70,56,5,167,13,7,53,157,19,6,7,2,13,0,0,0,0,0,0,0,0,0,0,836,1199,1133,Google_MainOne_Normal,0,rrc06
5,2476,216,1779,479,0,551,80,46,4,106,12,15,85,133,17,5,13,2,13,28,0,0,0,1,1,0,0,0,0,778,1001,1137,Google_MainOne_Normal,0,rrc06
6,2970,151,2382,404,0,536,48,45,6,213,15,26,71,113,15,5,12,2,11,3,0,1,1,3,0,0,0,0,0,981,1401,1146,Google_MainOne_Normal,0,rrc06
7,4833,213,3979,493,0,794,89,41,6,428,22,7,216,145,18,6,15,2,90,10,26,7,2,0,0,2,1,0,0,1477,2502,1169,Google_MainOne_Normal,0,rrc06
8,3380,265,2733,384,0,608,92,49,6,237,17,15,82,181,16,6,13,2,17,4,9,0,0,0,16,0,0,0,0,1248,1485,1137,Google_MainOne_Normal,0,rrc06
9,4700,193,3894,506,0,939,51,54,5,672,17,40,168,132,32,6,14,2,94,4,8,2,3,1,6,6,0,0,0,1244,2650,1155,Google_MainOne_Normal,0,rrc06
10,2850,167,2295,365,0,603,55,43,5,208,14,8,73,117,22,6,9,2,13,1,3,0,0,0,0,0,0,0,0,1105,1190,1168,Google_MainOne_Normal,0,rrc06
11,5860,628,4651,563,0,807,206,48,7,1999,28,17,480,166,18,7,12,2,23,51,3,4,0,1,0,0,0,0,0,1961,2690,1124,Google_MainOne_Normal,0,rrc06
12,3965,244,3285,326,0,636,81,55,6,483,18,22,188,166,16,5,11,2,13,1,0,0,4,0,0,0,0,0,0,1455,1830,1087,Google_MainOne_Normal,0,rrc06
13,2960,130,2387,373,0,627,41,37,5,239,14,88,110,90,15,6,11,2,34,1,3,1,6,0,0,0,0,0,0,926,1461,1154,Google_MainOne_Normal,0,rrc06
14,2871,191,2226,442,0,572,60,37,5,215,14,33,69,134,15,6,9,2,13,3,4,0,0,0,0,0,0,0,0,936,1290,1154,Google_MainOne_Normal,0,rrc06
15,2992,159,2434,388,0,548,53,51,5,223,16,34,52,118,18,5,8,2,18,4,0,0,0,0,0,0,0,0,0,1039,1395,1154,Google_MainOne_Normal,0,rrc06
16,2196,194,1597,411,0,325,57,47,7,165,16,26,48,140,18,6,12,2,6,8,2,0,1,2,0,0,0,0,0,648,949,1196,Google_MainOne_Normal,0,rrc06
17,3390,144,2802,381,0,607,43,43,6,221,17,12,106,101,15,6,10,2,14,7,4,1,0,0,0,0,0,0,0,1204,1598,1231,Google_MainOne_Normal,0,rrc06
18,2650,243,2048,396,0,556,111,56,5,123,13,9,62,144,15,6,10,2,14,12,2,2,0,0,0,0,0,0,0,859,1189,1137,Google_MainOne_Normal,0,rrc06
19,6173,400,5119,361,0,1573,191,55,4,1670,28,8,555,138,20,7,14,2,16,1,1,9,11,2,3,1,0,0,0,1593,3526,1159,Google_MainOne_Normal,0,rrc06
20,3695,554,3080,364,0,805,221,40,5,451,17,22,118,133,15,6,15,2,29,6,0,0,5,2,0,0,2,0,0,1361,1719,1164,Google_MainOne_Normal,0,rrc06
21,2462,198,1963,340,0,527,60,48,5,106,13,19,31,128,23,6,20,2,10,2,1,4,0,0,0,0,0,0,0,843,1120,1112,Google_MainOne_Normal,0,rrc06
22,2473,216,1739,378,0,625,71,40,4,173,12,5,238,118,22,6,20,2,10,1,0,3,6,2,1,1,0,2,0,723,1016,1196,Google_MainOne_Normal,0,rrc06
23,2730,145,2215,299,0,511,46,43,5,215,15,0,103,113,18,6,7,2,12,0,0,0,0,0,0,0,0,0,0,967,1248,1223,Google_MainOne_Normal,0,rrc06
24,3242,229,2743,309,0,560,72,49,6,212,16,12,56,134,17,5,14,2,11,0,0,2,0,0,1,1,0,0,0,1069,1674,1137,Google_MainOne_Normal,0,rrc06
25,3476,209,2851,439,0,598,60,51,6,287,16,44,60,126,20,6,15,2,10,0,0,1,0,0,0,0,2,0,0,1176,1675,1163,Google_MainOne_Normal,0,rrc06
26,3219,217,2664,309,0,534,60,44,6,276,16,93,85,161,20,6,16,2,19,2,7,4,3,0,4,2,0,2,0,1244,1420,1150,Google_MainOne_Normal,0,rrc06
27,3045,175,2503,306,0,583,48,46,5,226,15,29,109,127,20,6,16,2,8,2,5,0,8,0,1,0,2,2,0,1056,1447,1164,Google_MainOne_Normal,0,rrc06
28,3317,187,2480,420,0,691,67,35,5,439,14,40,265,152,25,6,12,2,13,16,8,0,8,71,0,0,0,0,0,940,1540,1173,Google_MainOne_Normal,0,rrc06
29,4116,225,3388,459,0,743,72,51,6,412,17,24,146,123,26,6,12,2,80,3,1,68,97,77,0,0,0,0,0,1424,1964,1116,Google_MainOne_Normal,0,rrc06
30,3166,188,2538,345,0,593,68,47,5,221,15,17,142,141,14,5,10,2,21,3,9,1,0,0,0,0,0,0,0,1070,1468,1137,Google_MainOne_Normal,0,rrc06
31,2786,185,2165,390,0,606,63,48,5,158,14,2,90,141,20,6,16,2,11,7,0,8,5,1,2,1,0,2,0,890,1275,1159,Google_MainOne_Normal,0,rrc06
32,4139,328,3329,465,0,734,150,48,6,333,18,16,174,171,18,6,12,2,3,7,3,3,0,2,0,0,0,0,0,1326,2003,1173,Google_MainOne_Normal,0,rrc06
33,3092,179,2559,301,0,556,58,50,6,214,15,26,118,114,17,5,9,2,7,9,1,0,0,0,0,0,0,0,0,1026,1533,1173,Google_MainOne_Normal,0,rrc06
34,2560,205,1931,359,0,596,67,49,4,107,12,8,119,151,17,5,14,2,10,5,9,5,1,0,0,2,0,0,0,778,1153,1141,Google_MainOne_Normal,0,rrc06
35,5793,254,4834,335,0,712,111,44,8,2116,28,10,503,121,20,7,16,2,86,3,5,0,0,0,1,0,0,2,0,1907,2927,1128,Google_MainOne_Normal,0,rrc06
0,8942,754,6531,1553,0,1148,200,364,8,1317,32,53,469,389,27,6,21,3,52,49,123,6,50,201,3,0,0,0,0,2328,4203,1000,Spark_NZ_Normal,0,rrc06
1,14287,1026,8977,1174,0,4783,558,322,3,573,19,11,3648,488,35,6,21,2,91,51,134,70,6,11,2,0,0,0,0,2549,6428,1000,Spark_NZ_Normal,0,rrc06
2,8665,835,6918,976,0,2868,191,318,3,622,17,49,315,456,28,6,21,2,19,58,69,17,76,61,1,8,6,0,0,1509,5409,1003,Spark_NZ_Normal,0,rrc06
3,5871,712,4020,925,0,1083,224,327,5,462,20,24,496,430,19,6,13,2,20,40,19,9,10,3,11,0,0,0,0,1298,2722,1000,Spark_NZ_Normal,0,rrc06
4,7494,535,5467,1174,0,980,182,365,8,932,23,108,557,296,19,7,14,2,31,48,54,42,60,48,1,1,0,0,0,1896,3571,1000,Spark_NZ_Normal,0,rrc06
5,7515,573,5570,1044,0,958,182,373,8,802,27,33,588,313,21,6,13,2,41,37,18,26,49,88,22,0,0,0,0,1851,3719,1000,Spark_NZ_Normal,0,rrc06
6,7732,829,5728,1129,0,1143,276,396,7,672,25,85,427,448,19,6,12,2,37,34,6,76,35,4,0,0,0,0,0,1873,3855,1000,Spark_NZ_Normal,0,rrc06
7,7963,662,5980,1142,0,752,217,293,11,859,32,30,540,301,19,6,14,2,39,42,18,0,0,2,0,2,0,0,0,1923,4057,1000,Spark_NZ_Normal,0,rrc06
8,7990,599,5908,1113,0,727,183,442,11,1227,32,30,562,407,28,6,23,2,17,36,6,8,36,192,6,4,0,0,1,1854,4054,1000,Spark_NZ_Normal,0,rrc06
9,7438,745,5408,1111,0,733,224,563,10,563,26,22,397,522,19,6,15,2,36,38,10,24,60,33,0,2,1,0,0,1786,3622,1000,Spark_NZ_Normal,0,rrc06
10,8827,767,5640,2239,0,1616,204,344,5,903,26,37,446,502,20,6,17,2,25,39,13,26,31,99,3,0,0,6,1,2025,3615,1000,Spark_NZ_Normal,0,rrc06
11,9290,527,5028,3405,0,1573,211,344,6,618,28,15,594,263,20,5,17,2,20,23,34,12,72,9,1,0,1,1,1,1686,3342,1000,Spark_NZ_Normal,0,rrc06
12,12076,816,8927,1899,0,1271,318,381,10,2349,42,13,688,562,26,6,22,3,54,56,57,86,51,244,2,0,0,3,0,3326,5601,1003,Spark_NZ_Normal,0,rrc06
13,6735,719,4973,1016,0,725,237,453,9,460,24,39,422,324,32,6,19,2,29,27,23,8,3,73,25,4,0,0,0,1672,3301,1000,Spark_NZ_Normal,0,rrc06
14,7178,614,5285,1046,0,805,215,368,9,636,28,81,556,291,32,6,19,2,26,48,24,14,63,64,54,0,0,0,0,1563,3722,1000,Spark_NZ_Normal,0,rrc06
15,13966,620,11742,1378,0,2753,306,326,5,2094,44,73,472,374,19,6,13,2,427,99,22,24,5,1,2,0,0,0,0,4549,7193,1000,Spark_NZ_Normal,0,rrc06
16,10368,1052,6761,1455,0,1709,819,424,6,874,18,44,1292,860,23,7,16,3,77,77,27,32,98,164,4,0,3,4,0,2372,4389,1003,Spark_NZ_Normal,0,rrc06
17,21551,2405,16391,2738,0,2004,1091,236,11,748,31,134,334,2088,23,7,20,3,392,299,138,68,67,54,23,2,15,6,0,5041,11350,1000,Spark_NZ_Normal,0,rrc06
18,10553,611,8224,1613,0,1762,195,379,6,725,16,54,420,296,28,6,21,3,191,97,42,166,40,48,8,1,0,0,0,2617,5607,1000,Spark_NZ_Normal,0,rrc06
19,7126,622,5582,860,0,972,238,361,7,590,25,50,337,347,21,6,16,2,29,60,19,51,1,48,49,0,0,1,0,1714,3868,1000,Spark_NZ_Normal,0,rrc06
20,5844,621,4161,852,0,793,181,412,7,791,23,52,486,345,21,6,16,2,34,28,29,52,12,53,0,0,0,3,0,1153,3008,1000,Spark_NZ_Normal,0,rrc06
21,10912,1116,7375,1806,0,1184,404,240,9,2131,42,48,1020,711,21,7,19,3,19,19,14,122,159,144,52,0,9,0,1,2773,4602,1000,Spark_NZ_Normal,0,rrc06
22,6439,866,4272,1055,0,819,322,312,8,743,24,38,709,403,28,7,22,2,51,14,9,13,90,40,1,6,2,0,0,1390,2882,1003,Spark_NZ_Normal,0,rrc06
23,11057,1552,6676,2583,0,1100,444,228,10,2504,44,44,1284,514,20,8,17,2,30,38,33,15,2,83,16,0,0,0,1,2283,4393,1003,Spark_NZ_Normal,0,rrc06
24,7081,743,4962,1187,0,930,331,351,8,657,17,59,540,392,26,6,23,3,31,25,13,8,5,165,1,32,1,0,0,1888,3074,1000,Spark_NZ_Normal,0,rrc06
25,8223,691,5902,1474,0,1090,302,347,8,1474,20,52,429,418,26,6,22,2,70,42,108,7,23,69,4,2,0,1,0,2004,3898,1000,Spark_NZ_Normal,0,rrc06
26,11620,701,6932,1237,0,2158,171,345,5,5139,45,85,3079,372,19,5,15,2,32,61,14,18,13,206,15,0,7,0,0,1343,5589,1000,Spark_NZ_Normal,0,rrc06
27,10094,437,8391,1175,0,2029,145,461,5,4438,47,25,317,211,20,5,13,2,15,26,6,8,40,119,2,0,0,0,0,1184,7207,1000,Spark_NZ_Normal,0,rrc06
28,19320,1807,11284,2395,0,2997,1434,349,6,1912,33,54,4090,1551,28,6,24,2,118,76,43,104,19,14,31,25,0,4,20,2375,8909,1000,Spark_NZ_Normal,0,rrc06
29,8906,658,6926,1050,0,2246,183,536,4,2485,28,40,580,350,29,5,14,2,16,49,20,9,15,76,2,3,0,0,0,1590,5336,1000,Spark_NZ_Normal,0,rrc06
30,11216,669,9171,1304,0,2693,282,292,4,2583,29,29,410,331,27,5,22,2,21,18,17,0,13,56,12,0,0,0,0,1872,7299,1003,Spark_NZ_Normal,0,rrc06
31,7875,806,5505,1355,0,1643,417,357,5,1219,15,40,507,508,23,6,20,2,13,6,21,38,16,91,4,0,0,0,0,1581,3924,1000,Spark_NZ_Normal,0,rrc06
32,6468,804,4493,898,0,790,247,296,8,1063,25,23,607,470,28,7,22,3,12,27,11,36,32,95,4,0,0,0,0,1533,2960,1000,Spark_NZ_Normal,0,rrc06
33,6490,755,4534,1013,0,864,314,352,8,841,23,29,558,385,18,6,14,2,27,25,10,91,46,47,36,1,0,0,0,1553,2981,1007,Spark_NZ_Normal,0,rrc06
34,7519,845,5545,1097,0,1147,305,332,7,886,19,139,379,498,26,6,19,2,22,23,14,52,58,67,16,2,8,1,2,1848,3697,1007,Spark_NZ_Normal,0,rrc06
35,7841,393,5991,1102,0,1114,153,459,7,699,25,206,546,202,23,6,21,2,27,44,26,5,42,62,14,1,0,24,0,2026,3965,1007,Spark_NZ_Normal,0,rrc06
0,3510,257,1957,1231,0,1111,83,226,3,311,14,4,89,233,18,5,19,4,154,28,8,10,103,0,97,0,0,0,0,730,1227,1017,Facebook_Normal,0,rrc06
1,5487,215,4705,454,0,919,48,184,6,1149,27,5,169,159,25,7,20,3,161,8,4,7,83,0,61,0,10,0,2,1834,2871,1031,Facebook_Normal,0,rrc06
2,2876,230,2093,542,0,535,72,253,5,341,17,5,91,150,24,6,19,4,134,11,8,1,142,5,64,1,0,2,0,826,1267,1031,Facebook_Normal,0,rrc06
3,8848,228,2467,5979,0,2207,68,218,4,3448,48,3,272,130,21,5,18,3,127,10,0,0,180,0,18,0,0,0,0,956,1511,1027,Facebook_Normal,0,rrc06
4,2797,213,1995,550,0,530,61,207,5,358,20,4,124,128,15,6,13,3,143,18,3,2,106,3,65,0,0,0,0,855,1140,1031,Facebook_Normal,0,rrc06
5,2812,321,1993,457,0,409,98,213,7,294,17,6,194,168,23,6,23,3,149,11,4,3,99,2,59,0,0,2,0,908,1085,1035,Facebook_Normal,0,rrc06
6,3998,302,2896,637,0,839,95,211,5,329,19,4,317,148,20,6,14,3,151,16,24,26,121,6,55,2,0,0,0,1271,1625,1027,Facebook_Normal,0,rrc06
7,3892,198,2608,1007,0,1002,50,223,4,314,22,8,122,155,24,6,17,3,131,11,12,3,77,2,94,0,0,4,1,838,1770,1020,Facebook_Normal,0,rrc06
8,4327,297,2961,1033,0,813,88,224,5,628,27,6,168,165,16,6,16,3,139,16,7,0,117,2,88,0,0,1,0,1256,1705,1020,Facebook_Normal,0,rrc06
9,4490,408,3255,914,0,1162,168,117,4,242,16,5,135,186,25,6,14,2,124,52,4,6,39,1,44,3,0,0,0,1502,1753,1068,Facebook_Normal,0,rrc06
10,5305,395,3916,1095,0,1423,122,157,4,595,18,8,157,137,20,6,14,3,174,18,6,1,92,0,61,2,0,0,0,1350,2566,1038,Facebook_Normal,0,rrc06
11,2955,254,2127,507,0,674,58,189,4,320,15,15,146,175,21,6,17,4,178,13,12,1,109,0,94,0,0,0,1,844,1283,1031,Facebook_Normal,0,rrc06
12,4256,168,3396,475,0,1186,49,192,4,1199,23,4,272,113,22,6,17,3,151,5,3,4,113,4,64,13,0,0,1,1496,1900,1038,Facebook_Normal,0,rrc06
13,2888,304,2105,463,0,360,88,269,8,363,21,4,145,175,17,6,14,3,141,10,7,0,118,2,80,1,0,0,0,823,1282,1035,Facebook_Normal,0,rrc06
14,3111,243,2232,596,0,422,59,235,7,354,20,3,114,169,20,6,17,3,146,7,10,0,126,0,87,1,0,0,2,870,1362,1007,Facebook_Normal,0,rrc06
15,3013,379,2154,608,0,461,129,204,7,419,19,0,100,151,18,6,15,3,146,8,5,2,167,0,20,0,1,0,0,987,1167,1020,Facebook_Normal,0,rrc06
16,3426,418,2274,776,0,516,184,227,7,393,23,2,138,238,17,6,15,3,137,4,8,6,113,1,106,5,5,0,0,950,1324,1010,Facebook_Normal,0,rrc06
17,4342,359,3060,929,0,926,142,218,5,300,17,5,70,283,23,6,19,3,146,6,0,2,113,0,93,1,1,0,0,1217,1843,1038,Facebook_Normal,0,rrc06
18,3281,422,2229,645,0,534,115,195,6,330,17,15,108,299,23,6,18,4,174,15,0,0,108,2,102,0,0,2,0,869,1360,1042,Facebook_Normal,0,rrc06
19,4590,398,2963,990,0,1008,146,186,5,332,20,6,363,274,24,6,21,3,213,11,22,0,113,1,88,2,0,0,2,1218,1745,1027,Facebook_Normal,0,rrc06
20,3569,471,2387,686,0,685,102,227,5,569,18,1,93,403,20,6,18,3,127,11,0,2,130,2,94,0,0,0,1,1001,1386,1027,Facebook_Normal,0,rrc06
21,3490,358,2484,655,0,688,121,205,5,337,19,12,93,258,20,6,18,3,151,26,0,1,105,5,80,2,0,0,1,970,1514,1010,Facebook_Normal,0,rrc06
22,4209,593,3003,629,0,1176,231,192,4,290,11,12,271,306,30,6,26,3,145,8,2,4,108,1,64,4,3,1,1,1093,1910,1017,Facebook_Normal,0,rrc06
23,3424,381,2375,711,0,643,153,269,5,383,19,10,105,233,20,6,18,3,140,10,4,0,126,2,84,0,10,0,0,1050,1325,1010,Facebook_Normal,0,rrc06
24,7947,246,3222,4000,0,3174,82,242,3,1001,13,12,588,137,20,5,18,3,142,3,0,0,126,1,87,1,0,0,1,818,2404,1014,Facebook_Normal,0,rrc06
25,3133,279,2301,486,0,595,91,232,5,369,15,12,167,179,24,6,17,3,134,3,11,3,105,0,65,3,2,0,1,911,1390,1031,Facebook_Normal,0,rrc06
26,5753,412,3287,1942,0,2559,159,255,2,316,12,14,271,253,25,6,18,3,134,11,3,0,104,0,90,1,2,7,1,1081,2206,1031,Facebook_Normal,0,rrc06
27,9922,272,2913,6664,0,3701,104,233,3,2969,27,4,149,196,21,5,18,3,142,2,9,6,129,4,60,0,0,4,2,1307,1606,1020,Facebook_Normal,0,rrc06
28,4702,373,3168,1254,0,742,121,215,6,1511,27,13,115,165,27,6,25,3,144,7,2,0,125,0,78,0,0,0,17,1217,1951,1017,Facebook_Normal,0,rrc06
29,2830,208,1994,497,0,492,60,193,6,297,17,16,214,125,20,6,18,3,117,16,3,0,62,0,54,0,0,0,0,759,1235,1112,Facebook_Normal,0,rrc06
